,Bal,Brick,Dist,Floor,Kitsp,Livesp,Metrdist,New,Nfloor,Price,Rooms,Totsp,Walk
1215,1,1,2.746771920311381,17,2.1972245773362196,3.4011973816621555,10.0,0,17.0,7350000,2.0,3.9512437185814275,0.0
1216,1,1,1.825867934468957,2,1.824549292051046,3.0106208860477417,15.0,0,5.0,7390000,1.0,3.6109179126442243,1.0
1217,1,1,2.698784785498315,4,1.8718021769015913,3.4011973816621555,5.0,0,5.0,7400000,2.0,3.784189633918261,1.0
1218,1,0,3.306339599999109,23,2.5257286443082556,3.8066624897703196,20.0,0,25.0,7400000,3.0,4.290459441148391,0.0
1219,1,0,2.7810073551414214,3,2.0794415416798357,3.4011973816621555,15.0,0,14.0,7400000,2.0,3.9512437185814275,0.0
1220,1,1,2.5288149954359165,8,2.8094026953624978,2.740840023925201,2.0,1,26.0,7405200,1.0,3.879499813722586,1.0
1221,1,0,2.686118591028581,1,1.791759469228055,3.4657359027997265,22.0,0,9.0,7490000,2.0,3.9512437185814275,1.0
1222,1,0,2.7451478027161063,17,2.1972245773362196,3.3568971227655755,10.0,0,17.0,7490000,2.0,3.975936331171799,0.0
1223,1,0,2.6337399454568318,4,2.1972245773362196,3.0492730404820207,19.0,0,17.0,7500000,1.0,3.6913763343125234,1.0
1224,1,0,1.7101136010778508,11,1.9459101490553132,3.1780538303479458,10.0,0,12.0,7500000,2.0,3.6635616461296463,1.0
1225,1,0,2.293080939891698,2,2.1972245773362196,2.9444389791664403,24.0,0,14.0,7500000,1.0,3.66612246699132,1.0
1226,1,0,2.736139662505154,4,1.667706820558076,3.6838669122903918,20.0,0,5.0,7500000,3.0,4.007333185232471,0.0
1227,1,0,2.3018726090114305,11,2.2512917986064953,2.970414465569701,10.0,0,14.0,7500000,1.0,3.6375861597263857,1.0
1228,1,0,1.9599446419423918,6,1.9459101490553132,2.9444389791664403,5.0,0,9.0,7500000,1.0,3.4965075614664802,1.0
1229,1,1,2.6962342564620805,9,2.1400661634962708,2.9231615807191558,10.0,0,12.0,7500000,1.0,3.6000482404073204,1.0
1231,1,1,2.792376431216442,7,1.791759469228055,3.7376696182833684,10.0,0,9.0,7500000,3.0,4.04305126783455,0.0
1232,0,1,2.5288149954359165,7,1.8082887711792655,2.9856819377004897,5.0,1,29.0,8238400,2.0,3.9926809084456005,1.0
1233,1,1,1.9680994277077162,5,2.0794415416798357,4.2626798770413155,16.0,0,5.0,15500000,4.0,4.605170185988092,1.0
1234,1,0,2.683537600480617,4,1.8718021769015913,3.417726683613366,10.0,0,9.0,7500000,2.0,3.822098297900159,0.0
1235,1,0,2.7251923999269825,11,1.9459101490553132,3.1780538303479458,10.0,0,12.0,7500000,2.0,3.6888794541139363,0.0
1236,1,0,2.3212060567545705,7,1.7404661748405046,3.349904087274605,20.0,0,12.0,7500000,2.0,3.7954891891721947,1.0
1237,1,0,2.6794667525105527,13,1.7749523509116738,3.380994674344636,24.0,0,14.0,7500000,2.0,3.828641396489095,1.0
1238,0,1,2.48636111469449,16,2.509599262378372,2.4159137783010487,14.0,1,22.0,7560000,1.0,3.58351893845611,1.0
1242,1,0,1.8019346421942233,9,2.0149030205422647,3.1780538303479458,13.0,0,9.0,7590000,2.0,3.6375861597263857,1.0
1243,1,0,2.5901964828845285,5,1.791759469228055,3.7376696182833684,7.0,0,5.0,7600000,3.0,4.0943445622221,1.0
1244,1,1,2.9712994059721423,6,1.6094379124341003,3.933784497209659,20.0,1,14.0,7613065,3.0,4.3476939555933765,0.0
1245,1,1,2.54506913448917,5,2.4849066497880004,3.2188758248682006,15.0,1,8.0,7659123,2.0,3.9908341858524357,0.0
1248,1,1,1.5802151334343937,3,1.7404661748405046,3.391147045808654,11.0,0,5.0,7700000,2.0,3.763522997109702,1.0
1250,1,0,1.6756257285281582,11,1.8870696490323797,3.0819099697950434,10.0,0,12.0,7700000,2.0,3.653252276470785,1.0
1251,1,1,2.9712994059721423,9,2.302585092994046,3.975936331171799,20.0,1,15.0,7747480,3.0,4.411585436915426,0.0
1252,1,1,1.9511457723329153,1,1.9021075263969205,3.295836866004329,5.0,0,9.0,7750000,2.0,3.7376696182833684,1.0
1253,1,1,2.9712994059721423,7,1.6094379124341003,3.933784497209659,20.0,1,14.0,7769680,3.0,4.368181227851829,0.0
1255,1,0,2.6292074214789545,4,1.791759469228055,3.8066624897703196,15.0,0,9.0,7800000,3.0,4.074141854904581,1.0
1256,1,1,2.100607836696815,2,1.9459101490553132,2.9444389791664403,6.0,0,6.0,7800000,1.0,3.5553480614894135,1.0
1257,1,0,2.2906481672309895,1,2.1972245773362196,3.332204510175204,10.0,0,14.0,7800000,2.0,3.6375861597263857,0.0
1259,1,0,2.7131282230968807,7,2.1972245773362196,3.4657359027997265,5.0,0,14.0,7800000,2.0,4.007333185232471,0.0
1260,1,0,2.555454896570573,8,2.302585092994046,4.087655574071304,5.0,0,17.0,15700000,3.0,4.454347296253507,0.0
1261,1,1,2.5706565526755503,20,2.4849066497880004,4.499809670330265,5.0,0,25.0,23397000,3.0,4.954417614098027,0.0
1263,1,0,2.572365923740528,6,1.791759469228055,3.332204510175204,23.0,0,9.0,7800000,2.0,3.8066624897703196,1.0
1265,1,0,1.722194241327221,4,2.302585092994046,2.995732273553991,9.0,0,12.0,7800000,1.0,3.6888794541139363,0.0
1266,1,1,1.636481246027357,12,2.302585092994046,2.995732273553991,7.0,1,15.0,7800000,1.0,3.730501128804756,1.0
1270,1,1,1.9934915964479223,14,1.6094379124341003,3.0819099697950434,15.0,1,14.0,7857865,1.0,3.459466289786131,1.0
1273,1,1,2.3696534548358326,5,2.0412203288596382,3.6375861597263857,7.0,0,5.0,7900000,2.0,4.1588830833596715,1.0
1274,1,1,2.753699785543859,9,1.791759469228055,3.6888794541139363,15.0,0,9.0,7900000,3.0,4.02535169073515,1.0
1275,1,0,2.40935592991141,2,1.791759469228055,3.784189633918261,2.0,0,9.0,7900000,3.0,4.0943445622221,1.0
1276,1,1,1.9511457723329153,1,1.9021075263969205,3.295836866004329,11.0,0,9.0,7900000,2.0,3.7376696182833684,1.0
1278,1,0,2.694048668809322,4,1.791759469228055,3.332204510175204,15.0,0,9.0,7900000,2.0,3.8066624897703196,1.0
1280,1,0,2.6409273937928948,7,1.8082887711792655,3.744787086052232,14.0,0,9.0,7900000,3.0,4.05871738457895,0.0
1281,1,1,2.9712994059721423,10,2.7343675094195836,3.8155121050473024,20.0,1,14.0,7902160,3.0,4.411585436915426,0.0
1282,1,1,2.0112525991400148,2,2.4595888418037104,3.490428515390098,5.0,1,24.0,7903700,2.0,4.180522258463153,0.0
1284,1,1,2.5251875345744645,8,2.7013612129514133,2.791165107812717,8.0,1,26.0,7938000,1.0,3.7376696182833684,1.0
1285,1,0,2.688354327123959,2,2.302585092994046,3.7376696182833684,12.0,0,12.0,7950000,3.0,4.1588830833596715,0.0
1286,1,1,1.9934915964479223,6,1.6094379124341003,3.6938669956249757,15.0,1,15.0,7971937,2.0,3.824284091120139,1.0
1288,1,1,2.484687019118121,12,1.4816045409242156,3.1780538303479458,10.0,1,20.0,8100000,2.0,3.6888794541139363,1.0
1291,1,0,1.74698602787736,7,2.0794415416798357,3.1179499062782403,10.0,0,9.0,7990000,2.0,3.6888794541139363,1.0
1292,1,0,2.2131195546844236,1,1.791759469228055,3.332204510175204,2.0,0,9.0,7990000,2.0,3.8066624897703196,1.0
1293,1,1,2.7247799823888488,2,2.1972245773362196,3.1354942159291497,10.0,0,23.0,7990000,1.0,3.8501476017100584,1.0
1294,1,0,2.6966749503805345,4,2.151762203259462,3.40452517175483,7.0,0,12.0,7990000,2.0,3.983413001514819,0.0
1295,1,0,1.7609707992067452,4,2.1972245773362196,3.828641396489095,10.0,0,5.0,8000000,3.0,4.189654742026425,1.0
1297,1,1,1.9741820254437221,6,1.791759469228055,2.995732273553991,2.0,0,8.0,8000000,1.0,3.5553480614894135,1.0
1298,1,1,2.218538489543777,3,2.1400661634962708,2.8273136219290276,9.0,0,10.0,8000000,1.0,3.4965075614664802,1.0
1299,1,0,2.544679147514286,12,2.0794415416798357,3.2188758248682006,5.0,0,12.0,8000000,2.0,3.6888794541139363,1.0
1300,1,0,2.646910277649598,5,2.302585092994046,3.4339872044851463,15.0,0,17.0,8000000,2.0,3.9512437185814275,0.0
1302,1,0,2.3004276904721466,1,2.2082744135228043,3.349904087274605,7.0,0,9.0,8000000,2.0,3.8628327612373745,1.0
1303,1,1,2.5251875345744645,21,2.624668592163159,2.4765384001174837,8.0,1,26.0,8009500,1.0,3.7256934272366524,1.0
1305,1,1,2.0731231604471665,10,2.5257286443082556,2.9496883350525844,13.0,1,22.0,8026022,1.0,3.6375861597263857,0.0
1308,1,1,2.5251875345744645,22,2.624668592163159,2.4765384001174837,8.0,1,26.0,8028800,1.0,3.728100167267218,1.0
1310,1,1,1.9934915964479223,13,1.6094379124341003,3.5610460826040513,15.0,1,13.0,8041637,2.0,3.832979798087693,1.0
1311,1,1,2.721931984914106,2,2.1400661634962708,3.139832617527748,15.0,1,23.0,8044500,1.0,3.8394523125933104,1.0
1312,1,0,2.636477481987547,13,2.1400661634962708,3.4210000089583352,10.0,0,17.0,8050000,2.0,3.927896354584436,0.0
1313,1,1,2.526567615921487,24,2.7536607123542622,2.667228206581955,7.0,1,26.0,8078400,1.0,3.708682081410116,1.0
1315,1,1,2.526567615921487,21,2.624668592163159,2.4765384001174837,7.0,1,26.0,8092500,1.0,3.7256934272366524,1.0
1317,1,1,1.6527278007067663,12,2.4849066497880004,4.060443010546419,2.0,0,44.0,26400000,3.0,4.430816798843313,1.0
1318,1,1,2.0527703763175276,24,2.6946271807700692,3.9180050771056933,3.0,0,30.0,27900000,3.0,4.700480365792417,1.0
1319,1,1,1.6030118739093384,2,2.1972245773362196,2.995732273553991,7.0,0,9.0,8100000,1.0,3.58351893845611,1.0
1322,1,1,1.9469889918282728,5,1.791759469228055,3.332204510175204,7.0,0,5.0,8100000,2.0,3.8066624897703196,1.0
1323,1,1,2.526567615921487,15,2.7013612129514133,2.5877640352277083,7.0,1,26.0,8132000,1.0,3.756538102587751,1.0
1324,1,1,2.5280727703889796,5,2.7013612129514133,2.5877640352277083,7.0,1,26.0,8140800,1.0,3.7471483622379123,1.0
1326,1,1,2.526567615921487,14,2.7013612129514133,2.5877640352277083,7.0,1,26.0,8151000,1.0,3.758871825933971,1.0
1327,1,1,2.526567615921487,19,2.7013612129514133,2.5877640352277083,7.0,1,26.0,8160000,1.0,3.7495040759303713,1.0
1330,1,1,2.0112525991400148,3,2.5726122302071057,3.6506582412937387,5.0,1,24.0,8195335,2.0,4.216562194946349,0.0
1334,1,1,2.4074819384129618,3,1.791759469228055,3.3603753871419,5.0,0,5.0,8200000,2.0,3.7796338173824005,1.0
1336,1,1,2.7406781558374447,10,2.302585092994046,2.995732273553991,12.0,0,17.0,8200000,1.0,3.828641396489095,1.0
1337,1,1,1.9934915964479223,10,1.6094379124341003,3.5610460826040513,15.0,1,13.0,8220756,2.0,3.824284091120139,1.0
1338,1,1,2.716390011007662,3,2.302585092994046,2.72785282839839,16.0,0,33.0,8224800,1.0,3.7999735016195233,1.0
1339,1,1,2.7159397350702292,3,2.766319109226186,2.8791984572980396,10.0,1,34.0,8224800,1.0,3.7999735016195233,1.0
1341,1,1,2.530664008269951,22,2.8791984572980396,2.6026896854443837,7.0,1,26.0,8232000,1.0,3.7376696182833684,1.0
1343,1,1,1.5467417185282193,2,2.2512917986064953,2.833213344056216,15.0,0,5.0,8250000,1.0,3.6109179126442243,1.0
1344,0,1,2.5288149954359165,7,1.8082887711792655,2.9856819377004897,5.0,1,29.0,8238400,2.0,3.9926809084456005,1.0
1346,1,0,2.1974144698339324,5,2.3978952727983707,3.8066624897703196,10.0,0,7.0,14400000,2.0,4.0943445622221,1.0
1347,1,1,2.5251875345744645,11,2.7013612129514133,2.5877640352277083,8.0,1,26.0,8264400,1.0,3.751854253275325,1.0
1348,1,1,2.7406781558374447,10,2.2192034840549946,3.0726933146901194,19.0,0,23.0,8271600,1.0,3.8110970868381857,1.0
1349,1,1,2.9712994059721423,4,2.468099531471619,3.817712325956905,20.0,1,14.0,8272776,3.0,4.420044701861403,0.0
1350,1,1,1.636481246027357,2,2.322387720290225,3.039749158970765,7.0,1,19.0,8273590,1.0,3.696351468952637,1.0
1351,1,1,1.9934915964479223,14,1.6094379124341003,3.6609942506244004,15.0,1,14.0,8276391,2.0,3.7999735016195233,1.0
1352,1,1,2.614317258534273,14,2.70805020110221,3.2188758248682006,7.0,1,28.0,8280000,1.0,4.032469158504013,1.0
1353,1,1,2.0731231604471665,9,2.5257286443082556,2.9496883350525844,13.0,1,22.0,8288800,1.0,3.686376323895818,0.0
1354,1,1,2.5280727703889796,8,2.7212954278522306,2.8094026953624978,7.0,1,26.0,8293700,1.0,3.7400477406883357,1.0
1355,1,1,2.179866623844693,1,2.0918640616783932,2.9444389791664403,5.0,0,14.0,8300000,1.0,3.5553480614894135,1.0
1357,1,0,2.770469948602173,14,2.2512917986064953,3.4657359027997265,10.0,0,16.0,8300000,2.0,3.9889840465642745,0.0
1358,1,0,2.581012256105269,1,1.7404661748405046,3.7184382563554808,9.0,0,5.0,8300000,3.0,4.053522567701846,1.0
1359,1,0,2.7920991730437787,15,2.322387720290225,3.5263605246161616,15.0,0,16.0,8300000,2.0,4.069026754237811,0.0
1360,1,0,1.677519372541063,16,2.2192034840549946,2.9444389791664403,7.0,0,16.0,8300000,1.0,3.58351893845611,1.0
1361,1,0,2.585214051112525,3,2.0149030205422647,3.676300671907076,20.0,0,12.0,8300000,3.0,3.970291913552122,0.0
1362,1,1,2.530664008269951,26,2.624668592163159,2.4765384001174837,7.0,1,26.0,8300000,1.0,3.7256934272366524,1.0
1363,1,0,2.6938279551222744,2,1.791759469228055,3.7376696182833684,20.0,0,9.0,8300000,3.0,4.075841090657541,0.0
1364,1,1,1.6030118739093384,6,2.1972245773362196,3.4011973816621555,10.0,0,9.0,8300000,2.0,3.9318256327243257,1.0
1365,1,0,1.875723538932502,2,2.302585092994046,2.9444389791664403,19.0,0,16.0,8300000,1.0,3.6375861597263857,1.0
1366,1,1,1.6446421412837764,8,2.1972245773362196,3.295836866004329,11.0,0,8.0,8300000,2.0,3.912023005428146,1.0
1368,1,1,2.1409214190951245,3,1.9459101490553132,3.1354942159291497,17.0,0,12.0,8300000,2.0,3.6375861597263857,1.0
1369,0,1,2.48636111469449,1,1.4816045409242156,3.2347491740244907,14.0,1,22.0,8300700,2.0,3.6913763343125234,1.0
1370,1,1,2.5251875345744645,12,2.7013612129514133,2.5877640352277083,8.0,1,26.0,8346000,1.0,3.756538102587751,1.0
1371,1,1,2.5280727703889796,9,2.7013612129514133,2.5877640352277083,7.0,1,26.0,8349600,1.0,3.751854253275325,1.0
1372,1,1,1.6277179257870558,37,2.1041341542702074,3.912023005428146,2.0,0,40.0,22900000,2.0,4.204692619390966,1.0
1374,1,1,2.457791261648021,25,3.2188758248682006,4.382026634673881,15.0,0,30.0,39000000,4.0,4.770684624465665,1.0
1375,1,1,1.6446421412837764,8,2.1972245773362196,3.4339872044851463,7.0,0,8.0,8350000,2.0,3.912023005428146,1.0
1376,1,1,2.738877678785011,5,2.302585092994046,2.995732273553991,15.0,0,25.0,8350000,1.0,3.7612001156935624,1.0
1379,1,1,2.5280727703889796,8,2.7013612129514133,2.5877640352277083,7.0,1,26.0,8369200,1.0,3.754198920234579,1.0
1381,1,0,2.5178415722972263,2,2.1162555148025524,3.4111477125153233,15.0,0,14.0,8390000,2.0,3.970291913552122,0.0
1382,1,1,2.526567615921487,15,2.8094026953624978,2.917770732084279,7.0,1,26.0,8398000,1.0,3.7887247890836524,1.0
1383,0,1,2.3645076560530263,8,1.9459101490553132,2.6390573296152584,5.0,0,13.0,8400000,1.0,3.6635616461296463,1.0
1384,1,0,2.7006308153938203,9,2.4849066497880004,3.4339872044851463,25.0,0,16.0,8400000,2.0,3.9512437185814275,1.0
1385,1,0,2.115337526958449,1,2.0794415416798357,2.4849066497880004,10.0,0,6.0,8400000,1.0,3.4011973816621555,1.0
1387,1,1,2.5251875345744645,10,2.8094026953624978,2.917770732084279,8.0,1,26.0,8404000,1.0,3.784189633918261,1.0
1388,1,1,2.530664008269951,26,2.8273136219290276,2.6026896854443837,7.0,1,26.0,8420000,1.0,3.7400477406883357,1.0
1389,1,1,2.531166238355412,7,2.8094026953624978,2.917770732084279,6.0,1,26.0,8423100,1.0,3.7864597824528,1.0
1390,1,1,2.526567615921487,24,2.7013612129514133,2.5877640352277083,7.0,1,26.0,8454600,1.0,3.754198920234579,1.0
1391,1,1,2.531166238355412,12,2.7013612129514133,2.5877640352277083,6.0,1,26.0,8454600,1.0,3.754198920234579,1.0
1392,1,1,2.7033118505018563,7,2.517696472610991,3.3978584803966405,10.0,1,24.0,8478266,2.0,4.189654742026425,0.0
1393,1,1,2.716390011007662,3,2.341805806147327,2.8154087194227095,16.0,0,33.0,8482400,1.0,3.8308129500026027,1.0
1394,0,1,2.48636111469449,3,2.0149030205422647,3.1441522786722644,14.0,1,22.0,8487000,2.0,3.713572066704308,1.0
1395,1,1,2.531166238355412,26,2.624668592163159,2.4765384001174837,6.0,1,26.0,8487000,1.0,3.7232808808312687,1.0
1396,1,0,2.608219514144641,6,2.151762203259462,3.414442608412176,7.0,0,14.0,8490000,2.0,3.9815490680767565,1.0
1397,1,0,2.218538489543777,4,2.1400661634962708,2.9444389791664403,8.0,0,10.0,8500000,1.0,3.58351893845611,1.0
1398,1,0,2.652613223213253,14,2.302585092994046,3.4339872044851463,15.0,0,17.0,8500000,2.0,3.9512437185814275,0.0
1400,1,1,1.4933784511972181,3,2.0794415416798357,3.7400477406883357,5.0,1,7.0,21880216,3.0,4.309455941839047,1.0
1403,1,1,2.0546170392774514,6,2.302585092994046,2.9444389791664403,3.0,0,7.0,8500000,1.0,3.58351893845611,1.0
1404,1,1,2.1165331779482583,1,1.7749523509116738,3.3775875160230218,10.0,0,5.0,8500000,2.0,3.7773481021015445,1.0
1405,1,0,2.601782837364847,14,2.302585092994046,3.5263605246161616,10.0,0,14.0,8500000,2.0,3.9415818076696905,1.0
1406,1,0,2.7325874194294593,2,2.0794415416798357,3.713572066704308,10.0,0,12.0,8500000,3.0,4.204692619390966,0.0
1407,1,0,1.952001001932637,2,1.791759469228055,3.7376696182833684,15.0,0,5.0,8500000,3.0,4.07753744390572,1.0
1408,1,0,2.5301334734598333,14,2.302585092994046,3.4965075614664802,7.0,0,23.0,8500000,2.0,3.828641396489095,1.0
1409,1,1,1.9858558260524255,9,1.791759469228055,2.9444389791664403,7.0,0,9.0,8500000,1.0,3.3945083935113587,1.0
1410,1,0,2.536890905158922,3,2.1972245773362196,3.6109179126442243,10.0,0,12.0,8500000,3.0,4.174387269895637,0.0
1411,1,1,2.640888446258161,7,2.2192034840549946,2.884800712846709,8.0,0,16.0,8500000,1.0,3.6109179126442243,1.0
1412,1,1,2.7470226794554207,2,2.2512917986064953,3.349904087274605,15.0,0,20.0,8500000,2.0,3.9889840465642745,1.0
1413,1,0,2.386653579000046,2,1.9459101490553132,3.295836866004329,15.0,0,12.0,8500000,2.0,3.7612001156935624,1.0
1414,1,0,2.6092680224217917,4,1.9459101490553132,3.784189633918261,15.0,0,9.0,8500000,3.0,4.0943445622221,1.0
1416,1,1,2.716390011007662,12,2.772588722239781,2.9444389791664403,10.0,0,33.0,8500000,1.0,3.832979798087693,1.0
1418,1,1,1.636481246027357,9,2.1972245773362196,2.9231615807191558,7.0,1,19.0,8535200,1.0,3.6270040503958487,1.0
1419,1,1,1.8380469268091728,4,1.791759469228055,3.4011973816621555,11.0,0,5.0,8550000,2.0,3.7864597824528,1.0
1420,1,0,2.603763318730092,2,1.916922612182061,3.8133070324889884,7.0,0,12.0,8550000,3.0,4.1588830833596715,0.0
1421,1,0,1.9858558260524255,9,1.791759469228055,3.332204510175204,9.0,0,9.0,8550000,2.0,3.7184382563554808,1.0
1422,1,1,2.526567615921487,21,2.8094026953624978,2.917770732084279,7.0,1,26.0,8555400,1.0,3.7864597824528,1.0
1423,1,1,2.7406781558374447,10,2.312535423847214,3.0007198150650303,10.0,1,22.0,8564400,1.0,3.845883202923601,1.0
1424,1,1,2.5280727703889796,26,2.8791984572980396,2.6026896854443837,7.0,1,26.0,8568000,1.0,3.7376696182833684,1.0
1425,1,1,2.5251875345744645,11,2.8094026953624978,2.917770732084279,8.0,1,26.0,8569200,1.0,3.7932394694381792,1.0
1426,1,1,2.703201466489495,3,2.533696813957432,3.591817741270805,10.0,1,24.0,8577733,2.0,4.203198967134183,0.0
1427,1,1,2.531166238355412,24,2.8791984572980396,2.6026896854443837,6.0,1,26.0,8585000,1.0,3.7495040759303713,1.0
1428,1,0,2.1863043622006826,4,1.791759469228055,3.091042453358316,10.0,0,9.0,8600000,1.0,3.4657359027997265,1.0
1429,1,1,2.083343163840297,5,2.0794415416798357,3.828641396489095,10.0,0,5.0,15700000,3.0,4.219507705176107,1.0
1430,1,1,1.8445333354365157,17,2.5649493574615367,3.8501476017100584,15.0,0,17.0,23000000,3.0,4.394449154672439,1.0
1431,1,1,2.526567615921487,19,2.8094026953624978,2.917770732084279,7.0,1,26.0,8594200,1.0,3.7909846770510898,1.0
1432,1,0,2.517352109013599,17,2.1972245773362196,3.4339872044851463,10.0,0,17.0,8600000,2.0,3.970291913552122,0.0
1434,1,0,2.6657572026609753,3,2.4849066497880004,3.4011973816621555,10.0,0,16.0,8600000,2.0,4.007333185232471,0.0
1437,1,1,2.716390011007662,3,2.766319109226186,2.9391619220655967,16.0,0,33.0,8611200,1.0,3.845883202923601,1.0
1438,1,0,2.636477481987547,4,2.1972245773362196,3.5263605246161616,8.0,0,17.0,8650000,2.0,3.9889840465642745,0.0
1439,1,1,2.7208107166023003,2,1.9459101490553132,3.6888794541139363,8.0,0,14.0,8670000,1.0,3.9318256327243257,1.0
1440,1,1,2.531166238355412,26,2.8791984572980396,2.6026896854443837,6.0,1,26.0,8671500,1.0,3.744787086052232,1.0
1442,0,0,2.8155475098181357,14,2.1972245773362196,3.4011973816621555,54.0,0,16.0,8700000,2.0,3.9889840465642745,1.0
1443,1,0,2.519609289965882,12,2.163323025660538,3.414442608412176,15.0,0,12.0,8700000,2.0,3.9926809084456005,1.0
1444,1,0,2.3981457090419447,5,2.1972245773362196,3.4011973816621555,10.0,0,12.0,8700000,1.0,3.713572066704308,0.0
1445,1,0,2.7714442602613913,8,1.9459101490553132,4.02535169073515,15.0,0,12.0,8700000,4.0,4.382026634673881,0.0
1446,1,0,2.788138645510372,11,2.0794415416798357,3.597312260588446,29.0,0,17.0,8700000,2.0,4.060443010546419,1.0
1447,1,0,2.3896489817522877,5,1.8870696490323797,3.580737295494233,10.0,0,5.0,8700000,2.0,4.169761201506855,0.0
1448,1,1,2.0513139657073234,8,1.7047480922384253,3.4657359027997265,7.0,0,9.0,8700000,2.0,3.7612001156935624,1.0
1449,1,1,2.5280727703889796,11,2.8094026953624978,2.917770732084279,7.0,1,26.0,8751600,1.0,3.7887247890836524,1.0
1451,1,1,2.526567615921487,26,2.8094026953624978,2.917770732084279,7.0,1,26.0,8760000,1.0,3.7796338173824005,1.0
1452,1,0,2.6493981613528743,7,2.2617630984737906,3.4339872044851463,5.0,0,17.0,8800000,2.0,3.9889840465642745,0.0
1453,1,1,2.1990980546778314,6,1.791759469228055,3.713572066704308,24.0,0,9.0,8800000,3.0,4.044804116661965,1.0
1454,1,1,1.9228466228429637,5,1.791759469228055,3.332204510175204,11.0,0,5.0,8800000,2.0,3.828641396489095,1.0
1455,1,0,2.728692683780831,10,2.2300144001592104,3.8066624897703196,14.0,0,14.0,8800000,3.0,4.1588830833596715,0.0
1457,1,1,2.7033118505018563,2,2.5572273113676265,3.4965075614664802,10.0,1,24.0,7990935,2.0,4.123903364463645,0.0
1461,1,1,2.5288149954359165,19,2.302585092994046,3.58351893845611,2.0,1,29.0,8839600,2.0,3.9871304779149512,1.0
1462,0,0,2.40935592991141,2,1.8718021769015913,3.6888794541139363,20.0,0,9.0,8850000,3.0,4.0943445622221,1.0
1463,1,1,2.2539845399680134,4,1.791759469228055,3.6109179126442243,20.0,0,5.0,8850000,3.0,3.9889840465642745,1.0
1464,1,1,2.5288149954359165,7,2.302585092994046,3.6375861597263857,2.0,1,29.0,8858700,2.0,4.05871738457895,1.0
1465,0,1,2.5288149954359165,7,1.8082887711792655,2.9856819377004897,5.0,1,29.0,8858700,2.0,4.05871738457895,1.0
1466,1,1,2.5251875345744645,16,2.8094026953624978,2.917770732084279,8.0,1,26.0,8860000,1.0,3.7909846770510898,1.0
1467,1,1,2.531166238355412,15,2.8094026953624978,2.917770732084279,6.0,1,26.0,8884200,1.0,3.7887247890836524,1.0
1468,1,1,2.531166238355412,26,2.7536607123542622,2.667228206581955,6.0,1,26.0,8888000,1.0,3.6988297849671046,1.0
1469,1,0,2.5942927310123083,4,1.9459101490553132,3.7864597824528,5.0,0,9.0,8900000,3.0,4.07753744390572,0.0
1470,1,1,2.360082902088608,1,2.1041341542702074,3.4210000089583352,3.0,0,14.0,8900000,2.0,3.9740583963475986,1.0
1471,1,0,2.218538489543777,8,2.0794415416798357,2.772588722239781,9.0,0,10.0,8900000,1.0,3.5263605246161616,1.0
1472,0,1,2.393808298685581,5,2.1972245773362196,3.5553480614894135,10.0,0,5.0,8900000,2.0,3.912023005428146,0.0
1473,1,0,2.601782837364847,10,2.1972245773362196,3.4339872044851463,22.0,0,17.0,8900000,2.0,3.9318256327243257,1.0
1474,1,1,2.7033118505018563,11,2.6100697927420065,3.520460802488973,10.0,1,24.0,8924235,2.0,4.1728476237100445,0.0
1475,1,0,2.6079090690642337,7,2.1972245773362196,3.4339872044851463,21.0,0,17.0,8950000,2.0,3.9512437185814275,1.0
1476,1,0,2.3196764087776485,11,1.7404661748405046,3.3463891451671604,5.0,0,12.0,8980000,2.0,3.8088822465086327,0.0
1477,1,1,2.201087505577601,5,1.791759469228055,3.3032169733019514,5.0,0,9.0,8999000,2.0,3.7376696182833684,1.0
1478,1,1,1.9477592713164609,1,2.6390573296152584,3.044522437723423,7.0,0,12.0,9000000,1.0,3.713572066704308,1.0
1479,1,1,2.340445729319691,3,1.791759469228055,3.7376696182833684,5.0,0,5.0,9000000,3.0,4.04305126783455,1.0
1480,1,0,2.261740021748491,1,2.0794415416798357,3.6635616461296463,15.0,0,9.0,9000000,3.0,4.0943445622221,1.0
1481,1,0,2.8155475098181357,15,2.3978952727983707,3.8066624897703196,5.0,0,16.0,9000000,3.0,4.30406509320417,1.0
1483,1,1,2.5251875345744645,23,2.8094026953624978,2.917770732084279,8.0,1,26.0,9040500,1.0,3.7864597824528,1.0
1484,1,1,1.348060582015877,7,2.151762203259462,3.427514689979529,5.0,0,14.0,12500000,1.0,3.735285826928092,1.0
1485,1,1,1.9680994277077162,5,2.0794415416798357,4.2626798770413155,16.0,0,5.0,15500000,4.0,4.605170185988092,1.0
1486,1,1,1.9444788920150893,7,3.4011973816621555,4.61512051684126,11.0,0,14.0,62500000,4.0,5.19295685089021,1.0
1487,1,0,2.2938642144721095,1,1.791759469228055,3.4011973816621555,20.0,0,9.0,9050000,2.0,3.912023005428146,1.0
1488,1,1,2.7033118505018563,23,2.4765384001174837,3.4719664525503626,10.0,1,24.0,9054056,2.0,4.185098925490565,0.0
1492,1,1,2.7247799823888488,5,1.9459101490553132,3.5263605246161616,10.0,0,23.0,9070000,2.0,3.9889840465642745,1.0
1493,1,1,2.703201466489495,13,2.533696813957432,3.40452517175483,10.0,1,24.0,9087282,2.0,4.198704577546343,0.0
1495,1,1,2.716390011007662,20,2.766319109226186,2.9391619220655967,15.0,0,33.0,9100000,1.0,3.832979798087693,1.0
