,Bal,Brick,Dist,Floor,Kitsp,Livesp,Metrdist,New,Nfloor,Price,Rooms,Totsp,Walk
3226,1,0,2.4715633072131267,7,2.6390573296152584,3.5553480614894135,10.0,0,14.0,10600000,2.0,4.127134385045092,1.0
3227,1,0,2.4119359244883665,19,2.5726122302071057,3.681351187693145,19.0,1,23.0,10602900,2.0,4.163559631243574,0.0
3228,1,1,2.0026292704563406,7,2.5494451709255714,3.629660094453965,10.0,1,23.0,10650016,2.0,4.239886867512759,1.0
3229,1,0,2.618984013290056,13,2.302585092994046,3.4339872044851463,10.0,0,17.0,10700000,2.0,3.9512437185814275,1.0
3230,1,1,2.351943534655563,3,2.0149030205422647,3.7954891891721947,10.0,0,6.0,10750000,3.0,4.276666119016055,1.0
3231,1,1,2.1879194564051185,7,2.1972245773362196,3.6888794541139363,12.0,0,29.0,10750000,1.0,3.912023005428146,1.0
3232,1,0,2.603604457099741,17,2.5649493574615367,3.5553480614894135,14.0,0,17.0,10800000,2.0,4.1588830833596715,1.0
3233,1,0,2.396641008398277,9,2.2192034840549946,3.7796338173824005,22.0,0,12.0,10800000,3.0,4.174387269895637,1.0
3234,1,0,1.6370059173398173,5,2.0794415416798357,3.4011973816621555,5.0,0,14.0,10800000,2.0,3.828641396489095,1.0
3235,1,1,1.995876122846213,30,2.4849066497880004,3.56953269648137,10.0,1,32.0,10879082,2.0,4.1666652238017265,1.0
3236,1,0,2.1504928338594236,10,2.302585092994046,3.8394523125933104,15.0,0,16.0,10900000,3.0,4.23410650459726,1.0
3237,0,1,1.5176825679483756,3,1.9459101490553132,3.871201010907891,15.0,0,4.0,10900000,2.0,4.127134385045092,1.0
3240,1,0,2.612760909554677,13,2.0918640616783932,3.828641396489095,23.0,0,16.0,10900000,3.0,4.212127597878484,1.0
3241,1,1,2.0077314412752463,10,2.186051276738094,3.4011973816621555,5.0,0,14.0,10990000,2.0,3.9512437185814275,1.0
3242,1,1,2.115173716171643,6,1.791759469228055,3.7376696182833684,4.0,0,9.0,11000000,3.0,4.060443010546419,1.0
3243,1,0,2.603604457099741,6,2.5649493574615367,3.5263605246161616,15.0,0,14.0,11000000,2.0,4.1588830833596715,1.0
3244,1,0,2.705133973787537,10,2.322387720290225,3.912023005428146,10.0,0,17.0,11000000,3.0,4.406719247264253,1.0
3245,1,1,2.183328190709552,10,2.501435951739211,2.89591193827178,15.0,0,12.0,11000000,1.0,3.912023005428146,1.0
3246,1,1,2.437036712389811,3,2.1972245773362196,3.8649313978942956,15.0,0,4.0,11000000,3.0,4.23410650459726,1.0
3247,0,1,1.5176825679483756,3,2.302585092994046,3.6888794541139363,15.0,0,4.0,11000000,2.0,4.141546163706395,1.0
3248,0,1,2.1879194564051185,17,2.3978952727983707,3.044522437723423,15.0,0,29.0,12000000,1.0,3.871201010907891,1.0
3249,1,0,2.106208088953945,3,1.791759469228055,2.9444389791664403,11.0,0,9.0,6900000,1.0,3.487375077903208,1.0
3250,1,1,1.847648297914648,2,3.4011973816621555,3.58351893845611,10.0,0,5.0,19600000,3.0,4.248495242049359,1.0
3251,1,1,2.420029186376804,4,1.791759469228055,3.8066624897703196,11.0,0,5.0,11000000,2.0,4.174387269895637,1.0
3252,1,0,2.704876982956787,8,2.3978952727983707,3.8066624897703196,10.0,0,22.0,11200000,3.0,4.330733340286331,0.0
3254,1,1,2.526105478962005,8,2.302585092994046,3.5263605246161616,2.0,0,22.0,11200000,2.0,4.204692619390966,0.0
3255,1,0,2.8722901618375554,6,2.5494451709255714,3.8088822465086327,10.0,0,12.0,11250000,3.0,4.335982696172475,0.0
3256,1,1,2.1010299016246727,5,1.7047480922384253,3.828641396489095,10.0,0,9.0,11400000,3.0,4.04305126783455,0.0
3257,1,1,1.9968342741809362,28,2.4849066497880004,3.586292865338835,10.0,1,32.0,11416367,2.0,4.239886867512759,1.0
3259,1,1,2.2215640111302974,15,2.4069451083182885,3.044522437723423,9.0,0,30.0,11500000,1.0,3.8394523125933104,1.0
3260,1,0,2.6351440665353567,9,2.1972245773362196,3.784189633918261,10.0,0,12.0,11500000,3.0,4.290459441148391,0.0
3261,1,1,2.185485414678251,7,2.653241964607215,3.0492730404820207,15.0,0,30.0,11500000,1.0,3.9473901492654373,1.0
3262,1,1,2.1879194564051185,7,2.653241964607215,3.0492730404820207,15.0,0,30.0,11500000,1.0,3.9473901492654373,1.0
3263,1,0,2.4543276202110555,4,2.0794415416798357,3.8199077165203406,9.0,0,5.0,11500000,3.0,4.382026634673881,1.0
3264,1,1,2.712922098884016,2,2.3978952727983707,4.02535169073515,7.0,0,17.0,11500000,3.0,4.380775852772229,1.0
3265,1,0,2.6159080051362045,1,1.791759469228055,3.871201010907891,25.0,0,9.0,11600000,4.0,4.143134726391533,1.0
3266,1,0,2.111321601794906,4,2.302585092994046,2.9444389791664403,10.0,0,17.0,11600000,1.0,3.784189633918261,1.0
3267,1,1,2.083757466181002,2,2.468099531471619,3.742420221041966,5.0,1,20.0,11692761,2.0,4.3489867805956814,0.0
3268,1,0,2.6680187626112377,15,2.0794415416798357,3.6888794541139363,15.0,0,16.0,11700000,3.0,4.248495242049359,0.0
3269,1,0,2.0736983706672607,2,2.322387720290225,3.8133070324889884,12.0,0,17.0,11700000,3.0,4.32280727501391,1.0
3270,1,0,2.0736983706672607,7,2.302585092994046,3.7612001156935624,10.0,0,17.0,11750000,3.0,4.31748811353631,1.0
3271,1,1,2.083757466181002,2,2.33214389523559,3.634951112088381,5.0,1,20.0,11753310,2.0,4.231203744939298,0.0
3272,1,1,1.5688176178401134,6,2.0794415416798357,2.9444389791664403,12.0,0,12.0,11800000,1.0,3.6888794541139363,1.0
3273,1,1,2.580312040795097,2,2.128231705849268,3.9318256327243257,18.0,0,5.0,11800000,3.0,4.366912996863833,1.0
3274,1,1,2.4374429132479305,3,2.1972245773362196,3.979681653901961,10.0,0,5.0,11800000,3.0,4.254193263163997,1.0
3276,1,1,2.686985504942006,4,1.791759469228055,2.9444389791664403,29.0,0,9.0,5400000,1.0,3.4965075614664802,1.0
3277,1,1,2.3888978513943333,4,1.791759469228055,3.332204510175204,12.0,0,5.0,6000000,2.0,3.7376696182833684,1.0
3278,1,1,1.8951446529658942,2,1.791759469228055,2.9444389791664403,8.0,0,5.0,5700000,1.0,3.4657359027997265,1.0
3279,1,1,2.214783822477482,15,2.302585092994046,3.6375861597263857,9.0,0,30.0,11950000,2.0,3.912023005428146,1.0
3280,1,1,2.5438166749957327,5,2.028148247292285,3.4688560301359703,9.0,0,5.0,12000000,2.0,4.027135812528651,1.0
3281,1,1,2.3872460811052147,3,2.4849066497880004,4.0943445622221,6.0,0,4.0,12000000,4.0,4.499809670330265,1.0
3282,1,1,2.4283006642778093,3,1.791759469228055,2.995732273553991,21.0,0,5.0,12000000,1.0,3.4965075614664802,1.0
3283,1,1,2.0614034052609864,4,2.4849066497880004,3.6888794541139363,5.0,1,17.0,12000000,2.0,4.275276264727001,1.0
3284,1,0,2.733864539338726,8,2.3978952727983707,3.8155121050473024,8.0,0,17.0,12000000,3.0,4.314817884980432,1.0
3286,1,1,2.288101109818779,3,2.1972245773362196,3.9512437185814275,2.0,0,5.0,12000000,3.0,4.394449154672439,1.0
3287,1,1,2.5640998545426372,6,2.517696472610991,3.681351187693145,15.0,0,22.0,12000000,2.0,4.26689632742025,1.0
3289,1,1,2.083757466181002,6,2.33214389523559,3.634951112088381,5.0,1,20.0,12274831,2.0,4.231203744939298,0.0
3290,1,0,2.8686263128997616,3,2.5649493574615367,3.8066624897703196,10.0,0,10.0,12300000,3.0,4.333361462692601,0.0
3291,1,0,2.0815687119687665,8,2.302585092994046,3.4011973816621555,10.0,0,10.0,12300000,2.0,4.02535169073515,1.0
3292,1,0,2.2196845830057472,11,2.5649493574615367,3.5263605246161616,10.0,0,17.0,12350000,2.0,4.162003210695915,1.0
3294,1,1,2.4062344480859834,5,2.1162555148025524,4.02535169073515,16.0,0,5.0,12400000,3.0,4.465908118654584,1.0
3295,1,1,1.9739031895381807,12,2.0149030205422647,3.9889840465642745,5.0,0,12.0,12450000,3.0,4.394449154672439,1.0
3296,1,1,2.0112525991400148,3,2.6741486494265287,3.901972669574645,10.0,1,32.0,12482548,3.0,4.463606621666305,1.0
3297,1,0,2.857931374698563,6,2.5649493574615367,3.58351893845611,10.0,0,10.0,12499000,3.0,4.31748811353631,0.0
3298,1,1,2.1548898483607406,7,2.772588722239781,2.8903717578961645,5.0,0,19.0,12500000,1.0,4.02535169073515,0.0
3299,1,1,2.47579225328218,7,2.1400661634962708,3.8066624897703196,2.0,0,9.0,12500000,3.0,4.219507705176107,1.0
3300,1,0,2.568783802230932,6,2.302585092994046,3.970291913552122,15.0,0,9.0,12500000,3.0,4.532599493153256,1.0
3301,1,0,2.682546555513637,10,2.302585092994046,3.871201010907891,13.0,0,17.0,12500000,3.0,4.330733340286331,1.0
3303,0,1,1.5176825679483756,3,2.0794415416798357,4.060443010546419,15.0,0,4.0,12650000,3.0,4.30406509320417,1.0
3304,1,0,2.0513837015386924,2,1.9600947840472698,3.068052935133617,15.0,0,12.0,5850000,2.0,3.6402142821326553,1.0
3305,1,1,1.8951446529658942,2,1.791759469228055,2.9444389791664403,8.0,0,5.0,5700000,1.0,3.4657359027997265,1.0
3306,1,1,2.686985504942006,4,1.791759469228055,2.9444389791664403,29.0,0,9.0,5400000,1.0,3.4965075614664802,1.0
3308,1,1,1.5176825679483756,3,2.302585092994046,4.0943445622221,4.0,0,4.0,12650000,3.0,4.309455941839047,0.0
3309,0,1,2.5021449278012597,3,2.128231705849268,3.696351468952637,2.0,0,5.0,12700000,2.0,4.3134800921387715,1.0
3311,1,1,2.000061513269652,5,2.5416019934645457,3.960813169597578,10.0,1,23.0,12770893,3.0,4.477336814478207,1.0
3312,1,1,2.403430696789026,5,2.1972245773362196,4.04305126783455,12.0,0,5.0,12800000,3.0,4.290459441148391,1.0
3313,1,1,1.9178464119856413,3,2.1972245773362196,4.07753744390572,12.0,0,5.0,12850000,4.0,4.394449154672439,1.0
3314,1,1,2.403430696789026,5,2.163323025660538,4.037774210733707,10.0,0,5.0,12900000,3.0,4.442651256490317,1.0
3315,1,1,2.1548898483607406,16,2.6100697927420065,2.9444389791664403,7.0,1,19.0,12990000,1.0,4.07753744390572,0.0
3316,1,0,1.6433000713016552,11,1.791759469228055,3.5553480614894135,2.0,0,12.0,13000000,2.0,3.8066624897703196,1.0
3317,1,1,1.8191041361169715,5,2.2512917986064953,3.6938669956249757,12.0,0,5.0,13000000,2.0,4.298645025734831,1.0
3318,1,0,2.606169344140071,4,2.322387720290225,3.8133070324889884,17.0,0,17.0,13000000,3.0,4.312140507209715,1.0
3319,1,1,2.141312999651098,19,2.6390573296152584,3.258096538021482,7.0,0,23.0,13000000,2.0,4.05871738457895,0.0
3320,1,1,2.000061513269652,13,2.5416019934645457,3.9982007016691985,10.0,1,23.0,13037980,3.0,4.4796069630127455,1.0
3321,1,0,2.8227103098712925,11,2.533696813957432,3.9531649487593215,15.0,0,14.0,13100000,3.0,4.566429357671661,0.0
3322,1,1,2.0292192552182224,1,2.8903717578961645,2.995732273553991,7.0,0,11.0,13150000,1.0,3.970291913552122,1.0
3325,1,1,2.0292192552182224,10,2.6390573296152584,2.995732273553991,6.0,0,13.0,13257000,1.0,3.893859034800475,1.0
3326,1,1,2.0114613764673512,2,2.5726122302071057,3.751854253275325,10.0,1,6.0,13330305,3.0,4.324132656254979,1.0
3327,0,0,1.5652676789490008,4,1.8562979903656263,3.784189633918261,10.0,0,12.0,13350000,3.0,4.127134385045092,1.0
3328,1,0,2.532681226080055,1,2.302585092994046,4.1588830833596715,15.0,0,17.0,13500000,4.0,4.51085950651685,1.0
3329,1,1,2.341030007046241,8,2.2512917986064953,3.6888794541139363,15.0,0,10.0,13500000,2.0,4.0943445622221,1.0
3330,1,1,2.0273375821079007,10,2.803360380906535,3.4339872044851463,10.0,0,17.0,13600000,2.0,4.248495242049359,1.0
3331,1,0,2.532681226080055,1,2.8903717578961645,4.1588830833596715,10.0,0,17.0,13650000,3.0,4.502029427068578,1.0
3332,1,1,2.0409365266638813,11,2.6390573296152584,2.995732273553991,3.0,0,13.0,13257000,1.0,3.893859034800475,1.0
3334,1,0,2.4119359244883665,3,2.302585092994046,2.928523523860541,19.0,1,23.0,6019800,1.0,3.6402142821326553,0.0
3335,1,1,2.192987237989236,23,2.302585092994046,2.9444389791664403,5.0,0,29.0,13700000,1.0,3.912023005428146,0.0
3336,1,0,2.505866142038073,11,2.2512917986064953,3.8022081394209395,10.0,0,12.0,13700000,3.0,4.189654742026425,1.0
3337,1,1,1.9968342741809362,11,2.6026896854443837,3.9945242269398897,10.0,1,32.0,13700585,3.0,4.505349850705881,1.0
3339,1,1,2.559333193520617,16,2.302585092994046,3.8066624897703196,10.0,0,17.0,13900000,2.0,4.343805421853684,1.0
3340,1,1,2.526105478962005,10,2.2512917986064953,3.7887247890836524,5.0,0,18.0,13900000,3.0,4.254193263163997,1.0
3341,1,1,1.8496676892101658,12,2.1972245773362196,3.5263605246161616,2.0,0,12.0,13950000,2.0,3.9852734671677386,1.0
3342,1,0,2.5280001138725474,11,2.1972245773362196,3.8066624897703196,3.0,0,19.0,14000000,3.0,4.31748811353631,1.0
3343,1,0,2.4400338357645994,5,2.1972245773362196,4.04305126783455,5.0,0,14.0,14000000,4.0,4.454347296253507,0.0
3344,1,1,2.6734811624351518,9,2.302585092994046,3.8918202981106265,10.0,0,18.0,14000000,3.0,4.406719247264253,0.0
3345,1,1,2.6734811624351518,11,3.332204510175204,3.828641396489095,15.0,0,18.0,14200000,3.0,4.382026634673881,0.0
3346,1,1,2.343610546672377,5,2.6390573296152584,3.1780538303479458,5.0,0,18.0,14200000,1.0,4.028916756899646,1.0
3347,1,1,2.0039716054307104,3,2.4849066497880004,3.4965075614664802,12.0,0,16.0,14350000,2.0,4.02535169073515,1.0
3348,1,1,1.722256161873968,3,2.1972245773362196,3.5263605246161616,12.0,0,8.0,14500000,2.0,4.04305126783455,1.0
3349,1,1,2.3448194943393994,8,2.70805020110221,3.2188758248682006,12.0,0,18.0,14500000,1.0,4.060443010546419,1.0
3350,1,1,2.1548898483607406,18,2.4849066497880004,3.4339872044851463,17.0,0,19.0,14500000,2.0,4.0943445622221,1.0
3351,1,0,1.6370059173398173,10,1.9740810260220096,3.817712325956905,5.0,0,14.0,14500000,3.0,4.198704577546343,1.0
3352,1,0,2.360078494271809,15,2.5494451709255714,3.763522997109702,15.0,0,17.0,14500000,3.0,4.366912996863833,1.0
3353,1,0,2.111321601794906,6,2.302585092994046,3.4965075614664802,15.0,0,24.0,14500000,2.0,4.007333185232471,1.0
3354,0,0,2.493147796690466,2,2.0794415416798357,3.871201010907891,8.0,0,8.0,14600000,3.0,4.219507705176107,1.0
3355,1,1,2.19145517722135,2,2.5257286443082556,3.4995332823830174,46.0,1,12.0,14745024,1.0,3.8649313978942956,1.0
3356,1,0,2.618984013290056,10,2.302585092994046,3.9889840465642745,16.0,0,17.0,14800000,3.0,4.442651256490317,1.0
3357,1,0,2.4119359244883665,15,2.995732273553991,4.268297869345539,19.0,1,23.0,14939820,3.0,4.4942386252808095,0.0
3358,1,1,2.19145517722135,7,2.5257286443082556,3.5115454388310208,46.0,1,12.0,14988922,1.0,3.8732821771117156,1.0
3359,1,1,2.1948410094808204,10,2.3702437414678603,3.5115454388310208,10.0,0,15.0,15000000,2.0,4.152613470346076,1.0
3360,1,0,1.7676501361920096,5,2.302585092994046,2.995732273553991,12.0,0,12.0,6350000,1.0,3.4965075614664802,1.0
3361,1,0,2.538689078000135,12,2.3978952727983707,3.828641396489095,5.0,0,22.0,13900000,3.0,4.430816798843313,1.0
3362,1,1,2.61720495037502,11,3.091042453358316,4.174387269895637,2.0,0,12.0,26500000,4.0,4.6443908991413725,1.0
3364,1,1,3.0812650769807344,3,1.6863989535702288,2.302585092994046,17.0,0,3.0,1399444,1.0,2.7343675094195836,0.0
3366,1,1,3.1111941248364747,1,1.6094379124341003,2.72785282839839,19.0,1,3.0,1599333,1.0,3.0106208860477417,0.0
3369,0,1,3.078335778822965,1,1.791759469228055,2.4849066497880004,10.0,0,1.0,1600000,1.0,2.9391619220655967,0.0
3370,1,0,3.333117656850792,1,1.3862943611198906,2.302585092994046,15.0,0,19.0,1690000,0.846767567153756,2.6390573296152584,0.0
3372,1,1,3.333117656850792,1,0.6931471805599453,2.6390573296152584,15.0,0,17.0,1790000,1.0,2.833213344056216,0.0
3376,1,0,3.218196017460592,2,1.3862943611198906,2.995732273553991,20.0,0,3.0,1790000,1.0,3.1780538303479458,0.0
3377,1,1,3.958276284571231,1,2.322387720290225,2.89591193827178,37.0,1,3.0,1800000,1.0,3.5322256440685598,0.0
3380,1,1,3.958276284571231,1,2.066862759472976,2.8678989020441064,30.0,1,3.0,1850000,1.0,3.5085558999826545,0.0
3381,1,1,3.0936745087996016,2,1.0986122886681098,2.772588722239781,25.0,0,3.0,1850000,0.846767567153756,3.091042453358316,0.0
3382,1,1,3.083241909188572,2,1.0986122886681098,2.9444389791664403,25.0,0,3.0,1850000,0.846767567153756,3.104586678466073,0.0
3383,1,1,3.045121566860363,2,1.0986122886681098,2.6390573296152584,10.0,0,3.0,1890000,0.846767567153756,2.8903717578961645,0.0
3384,1,0,3.041854469809067,2,1.3862943611198906,2.6390573296152584,10.0,0,3.0,1890000,0.846767567153756,2.8903717578961645,0.0
3386,1,1,3.1044338456324265,1,1.791759469228055,2.8507065015037334,20.0,1,3.0,1899333,1.0,3.1484533605716547,0.0
3388,1,0,3.0327251736908956,2,1.6094379124341003,3.2188758248682006,10.0,0,3.0,2990000,1.0,3.4965075614664802,0.0
3389,1,1,1.5669949052957723,4,2.302585092994046,4.04305126783455,12.0,0,7.0,18500000,3.0,4.382026634673881,1.0
3390,1,0,2.634107792319634,12,1.791759469228055,3.8066624897703196,9.0,0,14.0,13000000,2.0,4.007333185232471,0.0
3391,1,1,3.3465988214732842,5,3.258096538021482,2.772588722239781,20.0,1,5.0,1934000,1.0,4.053522567701846,0.0
3393,1,1,3.3879248591516187,5,2.4849066497880004,2.70805020110221,15.0,1,14.0,1960000,0.846767567153756,3.370738174177447,0.0
3394,1,1,3.260568960989428,1,1.0986122886681098,2.6390573296152584,20.0,0,17.0,1990000,0.846767567153756,2.833213344056216,1.0
3395,1,1,3.260568960989428,1,1.0986122886681098,2.3978952727983707,20.0,0,17.0,1990000,0.846767567153756,2.833213344056216,1.0
3396,1,1,3.0884862010669045,2,1.3862943611198906,2.995732273553991,25.0,0,3.0,1990000,1.0,3.258096538021482,0.0
3398,1,1,3.958276284571231,1,2.174751721484161,2.6461747973841225,37.0,1,3.0,2050000,1.0,3.616308761279101,0.0
3399,1,0,3.333117656850792,1,1.3862943611198906,2.6390573296152584,15.0,0,19.0,2090000,0.846767567153756,2.8903717578961645,0.0
3401,0,1,3.078335778822965,2,1.791759469228055,2.70805020110221,15.0,0,2.0,2100000,1.0,3.258096538021482,0.0
3404,1,0,3.0936745087996016,2,1.6094379124341003,2.995732273553991,25.0,0,3.0,2123000,1.0,3.258096538021482,0.0
3405,1,1,3.0812650769807344,2,1.6094379124341003,2.995732273553991,25.0,0,3.0,2123000,1.0,3.242592351485517,0.0
3406,1,1,3.0936745087996016,2,1.6094379124341003,2.995732273553991,25.0,0,3.0,2123000,1.0,3.258096538021482,0.0
3407,1,1,3.345610765156751,5,3.5380565643793527,3.173878458937465,15.0,1,5.0,2141000,1.0,4.155753190350744,0.0
3409,1,1,3.0165641110986092,3,1.0986122886681098,2.8903717578961645,10.0,0,3.0,2190000,0.846767567153756,3.044522437723423,0.0
3410,1,1,3.287453558586803,3,1.791759469228055,3.1354942159291497,30.0,0,3.0,2190000,1.0,3.4657359027997265,1.0
3411,1,0,3.041797274428841,3,1.6094379124341003,3.2188758248682006,10.0,0,3.0,2190000,1.0,3.4339872044851463,0.0
3412,1,1,3.287453558586803,3,1.6094379124341003,3.1780538303479458,30.0,0,3.0,2190000,1.0,3.4657359027997265,1.0
3413,1,1,3.0936745087996016,1,1.0986122886681098,2.5649493574615367,25.0,0,3.0,2190000,0.846767567153756,2.9444389791664403,0.0
3414,1,1,3.0878832634878868,2,1.6094379124341003,2.995732273553991,25.0,0,3.0,2190000,1.0,3.258096538021482,0.0
3415,1,1,3.0872250222677082,2,1.0986122886681098,3.091042453358316,25.0,0,3.0,2190000,1.0,3.258096538021482,0.0
3416,1,0,2.642512756541092,2,2.3978952727983707,3.828641396489095,9.0,0,22.0,11800000,3.0,4.356708826689592,1.0
3417,1,0,3.434537462266407,5,2.2192034840549946,2.8903717578961645,20.0,0,17.0,5000000,1.0,3.591817741270805,0.0
3418,1,0,2.7519957136996696,10,2.312535423847214,3.8133070324889884,8.0,0,10.0,11890999,2.0,4.3134800921387715,1.0
3419,1,0,3.287453558586803,3,1.6094379124341003,3.091042453358316,30.0,0,3.0,2190000,1.0,3.4657359027997265,1.0
3420,1,1,3.0936745087996016,2,1.6094379124341003,2.833213344056216,25.0,0,3.0,2190000,1.0,3.258096538021482,0.0
3421,1,1,3.0936745087996016,2,1.6094379124341003,2.772588722239781,25.0,0,3.0,2190000,1.0,3.258096538021482,0.0
3422,1,1,3.083241909188572,1,1.0986122886681098,2.772588722239781,25.0,0,3.0,2190000,0.846767567153756,2.9444389791664403,0.0
3425,1,1,3.0936745087996016,2,1.3862943611198906,3.091042453358316,25.0,0,3.0,2223000,1.0,3.295836866004329,0.0
3426,1,1,3.3496334654351725,5,3.2188758248682006,3.5263605246161616,20.0,1,5.0,2245000,3.0,4.203198967134183,0.0
3433,1,1,3.260568960989428,1,1.0986122886681098,2.833213344056216,20.0,0,17.0,2290000,0.846767567153756,2.995732273553991,1.0
3434,1,0,3.287453558586803,2,1.6094379124341003,3.091042453358316,30.0,0,3.0,2290000,2.0,3.4657359027997265,1.0
3435,0,1,3.333117656850792,1,1.0986122886681098,2.833213344056216,15.0,0,19.0,2299000,1.0,3.091042453358316,0.0
3436,1,1,3.036873774648082,1,1.791759469228055,3.0106208860477417,10.0,1,3.0,2299333,1.0,3.269568939183719,0.0
3437,1,0,3.287453558586803,1,1.6094379124341003,3.091042453358316,30.0,0,3.0,2340000,2.0,3.4657359027997265,1.0
3438,1,1,3.287453558586803,1,1.791759469228055,3.1354942159291497,30.0,0,3.0,2340000,1.0,3.4657359027997265,1.0
3440,1,1,3.287453558586803,3,1.6094379124341003,3.5263605246161616,30.0,0,3.0,2390000,2.0,3.7612001156935624,1.0
3441,1,1,3.287453558586803,3,1.6094379124341003,3.2188758248682006,15.0,0,3.0,2390000,1.0,3.4657359027997265,0.0
3443,1,0,3.958276284571231,2,2.322387720290225,3.353406717825807,30.0,1,3.0,2400000,2.0,3.933784497209659,0.0
3445,1,0,3.6736106360641143,1,2.3513752571634776,2.8735646395797834,35.0,1,5.0,2168299,1.0,3.648057459593681,0.0
3446,1,0,1.6498521529207617,12,2.1972245773362196,3.4657359027997265,18.0,0,12.0,8300000,2.0,3.8918202981106265,1.0
3447,1,1,3.958276284571231,2,2.0794415416798357,2.8903717578961645,30.0,1,3.0,2400000,1.0,3.5085558999826545,0.0
3455,1,1,2.8475619118337754,1,1.0986122886681098,2.995732273553991,20.0,0,3.0,2490000,1.0,3.258096538021482,1.0
3456,1,1,4.02972613781106,2,1.791759469228055,2.8903717578961645,40.0,0,2.0,2500000,1.0,3.367295829986474,0.0
3457,1,1,3.6736106360641143,2,2.1972245773362196,2.9231615807191558,25.0,1,5.0,2500000,1.0,3.6054978451748854,0.0
3458,1,0,2.5884131506325807,1,1.0986122886681098,2.302585092994046,19.0,0,9.0,2550000,0.846767567153756,2.70805020110221,1.0
3459,1,0,2.579047739292849,1,0.6931471805599453,2.302585092994046,22.0,0,9.0,2550000,0.846767567153756,2.6390573296152584,1.0
3463,1,0,3.287453558586803,2,1.791759469228055,3.4011973816621555,30.0,0,3.0,2590000,2.0,3.6888794541139363,1.0
3464,1,1,3.287453558586803,2,1.9459101490553132,3.4011973816621555,30.0,0,3.0,2590000,2.0,3.6888794541139363,1.0
3467,1,0,2.583746778897301,1,1.0986122886681098,2.302585092994046,20.0,0,9.0,2670000,0.846767567153756,2.772588722239781,1.0
3469,1,1,3.6736106360641143,2,2.3978952727983707,2.89591193827178,20.0,1,6.0,2690000,1.0,3.6888794541139363,1.0
3472,1,1,2.2801808952491758,3,1.6863989535702288,2.772588722239781,28.0,0,5.0,4100000,1.0,3.4011973816621555,1.0
3474,1,1,1.8130192345629819,3,1.791759469228055,3.2188758248682006,8.0,0,5.0,7300000,2.0,3.713572066704308,1.0
3482,1,1,2.981168673034344,12,1.7047480922384253,1.9878743481543455,1.0,1,25.0,2779520,1.0,3.005682604407159,1.0
3484,1,0,3.288936924427533,1,1.6094379124341003,3.091042453358316,30.0,0,3.0,2790000,2.0,3.4657359027997265,1.0
3485,1,1,3.287453558586803,1,1.6094379124341003,3.2188758248682006,30.0,0,3.0,2790000,1.0,3.4657359027997265,1.0
3486,1,0,3.2160049848320753,3,1.6094379124341003,3.4011973816621555,20.0,0,3.0,2790000,2.0,3.6109179126442243,0.0
3488,1,1,3.958276284571231,3,2.322387720290225,3.4468078929142076,37.0,1,3.0,2800000,2.0,3.9454577815143836,0.0
3489,1,1,3.958276284571231,2,2.322387720290225,3.427514689979529,37.0,1,3.0,2800000,2.0,3.933784497209659,0.0
3490,1,1,3.958276284571231,3,2.322387720290225,3.3463891451671604,37.0,1,3.0,2800000,2.0,3.9357395320454622,0.0
3492,1,0,3.688192897524845,1,2.3978952727983707,2.9231615807191558,30.0,1,4.0,2811000,1.0,3.8110970868381857,0.0
3499,1,0,4.092153933103181,3,2.1972245773362196,2.995732273553991,30.0,0,5.0,2900000,1.0,3.6635616461296463,0.0
3500,1,1,2.0582332480990835,5,1.9878743481543455,2.8273136219290276,10.0,1,9.0,6135558,1.0,3.505557396986398,0.0
3501,1,1,3.337991716930944,17,1.6094379124341003,2.70805020110221,11.0,0,22.0,2800000,1.0,3.295836866004329,0.0
3506,1,0,3.0441292620643394,2,1.3862943611198906,3.258096538021482,15.0,0,3.0,2920000,2.0,3.4657359027997265,0.0
3507,1,1,3.045121566860363,2,1.6094379124341003,3.1780538303479458,10.0,0,3.0,2920000,1.0,3.4657359027997265,0.0
3508,1,1,3.0441292620643394,3,1.6094379124341003,3.2188758248682006,10.0,0,3.0,2920000,1.0,3.4657359027997265,0.0
3511,1,1,2.981168673034344,9,1.6094379124341003,2.3702437414678603,1.0,1,25.0,2967840,1.0,3.131136910560194,1.0
3512,1,1,3.430185227011412,5,1.791759469228055,2.8735646395797834,25.0,1,5.0,2972800,1.0,3.487375077903208,0.0
3514,1,0,2.579047739292849,1,1.791759469228055,2.5649493574615367,22.0,0,9.0,2980000,1.0,3.044522437723423,1.0
3515,1,0,2.579047739292849,1,1.791759469228055,2.4849066497880004,22.0,0,9.0,2980000,0.846767567153756,3.044522437723423,1.0
3516,1,1,3.0165641110986092,3,1.791759469228055,3.1780538303479458,10.0,0,3.0,2990000,1.0,3.5553480614894135,0.0
3517,1,1,3.038332745876454,2,1.791759469228055,3.1780538303479458,10.0,0,3.0,2990000,1.0,3.4965075614664802,0.0
3518,1,0,3.0477215205951524,2,1.6094379124341003,3.258096538021482,10.0,0,3.0,2990000,1.0,3.4965075614664802,0.0
3522,1,0,3.027336275918053,3,1.791759469228055,3.5263605246161616,16.0,0,3.0,2999444,2.0,3.6888794541139363,0.0
3524,1,0,3.6736106360641143,2,2.322387720290225,3.3603753871419,35.0,1,5.0,3010015,2.0,3.955082494888593,0.0
3526,1,1,3.958276284571231,2,2.379546134130174,3.55820113047182,37.0,1,3.0,3050000,2.0,4.122283930911342,0.0
