,Bal,Brick,Dist,District,Floor,Kitsp,Link,Livesp,Metrdist,N,New,Nfloor,Price,Rooms,Tel,Totsp,Walk
1708,1,0,11.54711904783923,2,9,6.0,http://www.cian.ru/sale/flat/152067508/,28.0,15.0,1708,0,9.0,7500000,2,1.0,45.0,1.0
1709,1,1,5.638501277311814,2,9,12.0,http://www.cian.ru/sale/flat/152129291/,60.0,3.0,1709,0,10.0,46320000,3,,80.0,1.0
1710,1,1,15.144024409774689,2,11,17.6,http://www.cian.ru/sale/flat/151929672/,10.4,7.0,1710,0,15.0,7048560,1,0.0,39.6,1.0
1711,1,0,13.4256036111329,2,4,6.0,http://www.cian.ru/sale/flat/151233694/,22.0,5.0,1711,0,9.0,4600000,1,,32.0,0.0
1712,1,0,15.31733249385998,2,4,8.6,http://www.cian.ru/sale/flat/148539677/,21.0,15.0,1712,0,14.0,4600000,1,1.0,40.0,0.0
1713,1,1,6.032840884392038,2,3,,http://www.cian.ru/sale/flat/151834919/,,2.0,1713,0,46.0,4599999,1,,28.5,0.0
1714,1,1,5.926806275129502,2,3,,http://www.cian.ru/sale/flat/150975209/,18.0,9.0,1714,1,46.0,4600000,1,,28.0,1.0
1715,1,1,14.081082216875837,2,16,13.6,http://www.cian.ru/sale/flat/150999759/,17.3,8.0,1715,1,20.0,4631410,1,,41.7,1.0
1716,1,0,13.4256036111329,2,9,6.0,http://www.cian.ru/sale/flat/150652167/,20.0,25.0,1716,0,9.0,4650000,1,0.0,33.0,1.0
1717,1,1,14.081082216875837,2,16,10.5,http://www.cian.ru/sale/flat/150999640/,16.9,8.0,1717,1,20.0,4679037,1,,42.5,1.0
1718,1,0,5.834137766496393,2,10,,http://www.cian.ru/sale/flat/151887636/,,12.0,1718,1,46.0,4685400,1,,28.5,1.0
1719,0,1,10.757511582699316,2,3,,http://www.cian.ru/sale/flat/147002746/,20.0,10.0,1719,1,18.0,4694528,1,,27.7,1.0
1720,1,0,14.211707197550213,2,10,13.0,http://www.cian.ru/sale/flat/151083271/,14.0,10.0,1720,0,23.0,4700000,1,0.0,38.0,0.0
1721,1,1,10.740891273798967,2,11,9.0,http://www.cian.ru/sale/flat/147823223/,17.0,10.0,1721,1,18.0,4700000,1,,32.0,1.0
1722,1,0,5.834137766496393,2,21,,http://www.cian.ru/sale/flat/151887746/,,12.0,1722,1,46.0,4784040,1,,27.4,1.0
1723,1,0,15.361139713652785,2,8,6.0,http://www.cian.ru/sale/flat/151436333/,19.0,15.0,1723,0,9.0,4800000,1,1.0,32.7,0.0
1724,1,1,8.898904076331867,2,4,6.0,http://www.cian.ru/sale/flat/152088611/,19.0,20.0,1724,0,5.0,4800000,1,,31.5,1.0
1725,1,0,14.411893071117696,2,1,6.0,http://www.cian.ru/sale/flat/150085231/,18.0,,1725,0,9.0,4800000,1,,32.0,
1726,0,1,10.757511582699316,2,7,,http://www.cian.ru/sale/flat/150508134/,20.0,10.0,1726,1,18.0,4872687,1,,27.7,1.0
1727,0,0,15.599989871200531,2,1,9.0,http://www.cian.ru/sale/flat/149455198/,19.0,5.0,1727,0,16.0,4890000,1,0.0,35.0,0.0
1728,1,0,13.47437218237172,2,4,7.0,http://www.cian.ru/sale/flat/151019751/,19.0,30.0,1728,0,9.0,4900000,1,1.0,36.0,1.0
1729,1,0,13.968972035793552,2,3,8.0,http://www.cian.ru/sale/flat/151587769/,25.0,10.0,1729,0,5.0,4900000,1,1.0,35.0,0.0
1730,1,1,8.731170605376715,2,4,6.0,http://www.cian.ru/sale/flat/151605479/,18.0,15.0,1730,0,5.0,4900000,1,0.0,32.0,1.0
1731,0,0,16.019202147594818,2,3,6.0,http://www.cian.ru/sale/flat/152083121/,19.0,20.0,1731,0,9.0,4900000,1,1.0,33.0,1.0
1732,0,1,10.757511582699316,2,11,,http://www.cian.ru/sale/flat/151533270/,20.0,10.0,1732,1,18.0,4934259,1,,27.8,1.0
1733,1,0,19.653774800279667,2,14,7.4,http://www.cian.ru/sale/flat/147369871/,17.2,,1733,0,22.0,4950000,1,0.0,35.0,
1734,1,0,14.247849967783898,2,8,6.6,http://www.cian.ru/sale/flat/151887850/,18.9,,1734,0,9.0,4950000,1,,32.9,
1735,1,0,5.834137766496393,2,24,,http://www.cian.ru/sale/flat/151887778/,,12.0,1735,1,46.0,4982940,1,,28.2,1.0
1736,1,1,9.265814545802225,2,26,13.0,http://www.cian.ru/sale/flat/152206465/,32.0,12.0,1736,0,38.0,8953968,2,0.0,50.0,1.0
1737,1,1,9.265814545802225,2,30,14.0,http://www.cian.ru/sale/flat/152206447/,94.0,5.0,1737,0,37.0,21752826,3,0.0,120.0,0.0
1738,1,1,13.738006753308818,2,2,14.4,http://www.cian.ru/sale/flat/150684904/,34.1,15.0,1738,1,12.0,11989190,2,,70.9,1.0
1739,1,0,15.712113120984428,2,9,6.0,http://www.cian.ru/sale/flat/152089805/,19.0,46.0,1739,0,9.0,4990000,1,0.0,34.0,1.0
1740,1,1,14.259358717026517,2,4,6.0,http://www.cian.ru/sale/flat/141167735/,18.0,7.0,1740,0,9.0,5000000,1,1.0,30.0,0.0
1741,1,0,14.529513881600247,2,2,7.0,http://www.cian.ru/sale/flat/150858872/,19.0,5.0,1741,0,9.0,5000000,1,1.0,33.0,1.0
1742,1,0,15.978762701587415,2,6,8.0,http://www.cian.ru/sale/flat/151956389/,20.0,5.0,1742,0,16.0,5030000,1,0.0,38.0,1.0
1743,1,0,11.247189441014402,2,3,9.0,http://www.cian.ru/sale/flat/151069182/,17.0,5.0,1743,0,5.0,5050000,1,1.0,33.0,1.0
1744,1,0,15.994308043486098,2,2,6.0,http://www.cian.ru/sale/flat/150758844/,20.8,15.0,1744,0,9.0,5100000,1,1.0,35.0,1.0
1745,0,0,14.932992987368158,2,2,7.7,http://www.cian.ru/sale/flat/151256125/,17.9,5.0,1745,0,9.0,5100000,1,,32.5,1.0
1746,1,0,20.35548146082884,2,2,9.0,http://www.cian.ru/sale/flat/148208635/,20.0,10.0,1746,0,17.0,5100000,1,1.0,38.0,0.0
1747,1,1,13.80916372618214,2,5,6.0,http://www.cian.ru/sale/flat/149742015/,19.0,10.0,1747,0,8.0,5150000,1,,32.0,0.0
1748,1,0,14.398755622480845,2,5,7.0,http://www.cian.ru/sale/flat/151963633/,20.0,10.0,1748,0,9.0,5190000,1,1.0,35.0,0.0
1749,1,1,14.092317377767065,2,8,6.5,http://www.cian.ru/sale/flat/150676605/,23.0,6.0,1749,1,20.0,5194550,2,,48.9,1.0
1750,1,0,12.711160658047996,2,1,8.5,http://www.cian.ru/sale/flat/150949138/,21.0,5.0,1750,0,12.0,5200000,1,1.0,39.6,0.0
1751,1,1,6.032840884392038,2,7,,http://www.cian.ru/sale/flat/151834920/,,2.0,1751,0,46.0,5200000,1,,27.5,0.0
1752,1,0,14.923397816001813,2,7,8.0,http://www.cian.ru/sale/flat/149934796/,21.0,15.0,1752,0,12.0,5200000,1,0.0,40.0,0.0
1753,1,1,10.090443482259618,2,7,5.5,http://www.cian.ru/sale/flat/151243226/,21.0,11.0,1753,0,9.0,5200000,1,,32.0,1.0
1754,1,0,15.259566722407255,2,5,7.0,http://www.cian.ru/sale/flat/148771722/,18.0,14.0,1754,0,12.0,5200000,1,,33.0,1.0
1755,1,1,15.115059560275824,2,2,6.0,http://www.cian.ru/sale/flat/150834655/,29.0,15.0,1755,0,5.0,5200000,2,1.0,46.0,0.0
1756,1,0,14.211707197550213,2,10,10.0,http://www.cian.ru/sale/flat/145642737/,19.0,10.0,1756,0,22.0,5200000,1,0.0,42.0,0.0
1757,1,0,16.43300007084229,2,2,9.7,http://www.cian.ru/sale/flat/37399726/,19.5,15.0,1757,0,14.0,5200000,1,1.0,39.0,1.0
1758,1,0,8.505078966153967,2,9,7.0,http://www.cian.ru/sale/flat/151415785/,20.0,5.0,1758,0,9.0,5250000,1,,35.0,0.0
1759,1,0,8.505078966153967,2,9,6.0,http://www.cian.ru/sale/flat/151994103/,20.0,15.0,1759,0,9.0,5250000,1,,35.0,1.0
1760,1,0,14.92681685039867,2,2,9.6,http://www.cian.ru/sale/flat/149367252/,19.5,10.0,1760,0,14.0,5250000,1,1.0,35.0,0.0
1761,0,1,10.757511582699316,2,9,,http://www.cian.ru/sale/flat/151379149/,20.0,10.0,1761,1,18.0,5289312,1,,27.8,1.0
1762,1,0,19.986346405539486,2,6,9.0,http://www.cian.ru/sale/flat/149802107/,18.0,,1762,0,17.0,5300000,1,1.0,38.2,
1763,1,0,13.323901179361982,2,3,5.5,http://www.cian.ru/sale/flat/151992974/,21.2,20.0,1763,0,9.0,5300000,1,1.0,32.5,0.0
1764,1,0,8.101872924156073,2,5,10.5,http://www.cian.ru/sale/flat/150755498/,45.0,5.0,1764,0,22.0,17800000,3,,78.0,0.0
1765,1,0,12.377986752577366,2,5,6.0,http://www.cian.ru/sale/flat/152157636/,21.7,7.0,1765,0,9.0,5300000,1,,34.0,1.0
1766,1,0,15.493908644489375,2,11,8.5,http://www.cian.ru/sale/flat/151228492/,19.5,26.0,1766,0,16.0,5690000,1,1.0,38.0,1.0
1767,1,0,11.167995349184169,2,2,7.0,http://www.cian.ru/sale/flat/149850360/,20.0,12.0,1767,0,9.0,5300000,1,1.0,35.0,1.0
1768,1,0,13.323901179361982,2,3,6.0,http://www.cian.ru/sale/flat/151972829/,21.0,27.0,1768,0,9.0,5300000,1,,31.5,1.0
1769,1,0,18.141305075948825,2,13,10.1,http://www.cian.ru/sale/flat/150117046/,20.0,10.0,1769,0,22.0,5300000,1,1.0,40.0,0.0
1770,1,0,11.153701887866783,2,1,7.5,http://www.cian.ru/sale/flat/151234858/,22.6,7.0,1770,0,9.0,5300000,2,,37.3,1.0
1771,0,1,9.208464772822941,2,1,5.5,http://www.cian.ru/sale/flat/146403904/,20.0,7.0,1771,0,5.0,5300000,1,0.0,31.0,0.0
1772,1,0,5.834137766496393,2,23,,http://www.cian.ru/sale/flat/151887765/,,12.0,1772,1,46.0,5350400,1,,30.4,1.0
1773,1,0,15.55222861688961,2,1,,http://www.cian.ru/sale/flat/149830786/,21.0,5.0,1773,0,12.0,5400000,1,,38.0,0.0
1774,1,1,10.090443482259618,2,9,5.3,http://www.cian.ru/sale/flat/149567275/,20.9,10.0,1774,0,9.0,5400000,1,1.0,31.0,1.0
1775,1,0,15.408057643382145,2,2,8.5,http://www.cian.ru/sale/flat/151859319/,20.5,3.0,1775,0,12.0,5400000,1,,39.5,1.0
1776,1,0,15.55222861688961,2,1,8.0,http://www.cian.ru/sale/flat/151569674/,21.0,10.0,1776,0,12.0,5400000,1,0.0,39.3,1.0
1777,1,0,14.951956308208816,2,3,8.0,http://www.cian.ru/sale/flat/151128666/,20.0,4.0,1777,0,12.0,5400000,1,,40.0,1.0
1778,1,1,13.346271200395183,2,5,5.4,http://www.cian.ru/sale/flat/152197869/,18.7,16.0,1778,0,5.0,5408000,1,0.0,30.4,1.0
1779,1,0,10.980814828029011,2,12,,http://www.cian.ru/sale/flat/150602312/,,,1779,1,16.0,5428400,1,,33.1,
1780,1,0,10.980814828029011,2,13,,http://www.cian.ru/sale/flat/149835970/,,,1780,1,16.0,5428400,1,,33.1,
1781,0,1,13.559827270332786,2,8,8.0,http://www.cian.ru/sale/flat/149385763/,20.0,13.0,1781,0,11.0,5430000,1,0.0,31.6,1.0
1782,1,0,5.834137766496393,2,24,,http://www.cian.ru/sale/flat/151887774/,,12.0,1782,1,46.0,5436810,1,,31.3,1.0
1783,1,1,12.058806106246754,2,1,6.0,http://www.cian.ru/sale/flat/49576808/,29.0,20.0,1783,0,5.0,5450000,2,,43.5,1.0
1784,1,0,17.24163900659805,2,5,7.0,http://www.cian.ru/sale/flat/149796947/,19.0,15.0,1784,0,12.0,5450000,1,0.0,36.0,1.0
1785,1,0,15.627566912280377,2,6,8.0,http://www.cian.ru/sale/flat/147758634/,19.0,,1785,0,16.0,5450000,1,1.0,35.0,
1786,1,0,10.980814828029011,2,14,,http://www.cian.ru/sale/flat/150602318/,,,1786,1,16.0,5451570,1,,33.1,
1787,1,0,10.980814828029011,2,15,,http://www.cian.ru/sale/flat/150495942/,,,1787,1,16.0,5451570,1,,33.1,
1788,0,1,10.757511582699316,2,6,,http://www.cian.ru/sale/flat/146999540/,20.0,10.0,1788,1,18.0,5484132,1,,29.6,1.0
1789,1,1,12.0454160739067,2,1,6.0,http://www.cian.ru/sale/flat/23776680/,29.0,15.0,1789,0,5.0,5490000,2,1.0,42.6,1.0
1790,1,0,15.41010555568165,2,11,7.0,http://www.cian.ru/sale/flat/50514126/,18.0,10.0,1790,0,12.0,5500000,1,,32.7,1.0
1791,1,0,15.500015112115404,2,4,6.0,http://www.cian.ru/sale/flat/151433000/,24.0,7.0,1791,0,14.0,5500000,2,1.0,38.4,0.0
1792,1,1,3.795949651844512,2,11,25.0,http://www.cian.ru/sale/flat/147438902/,120.0,10.0,1792,0,12.0,73000000,4,,200.0,1.0
1793,1,1,5.733979675422429,2,3,,http://www.cian.ru/sale/flat/150314852/,,15.0,1793,1,3.0,17865000,3,,105.0,1.0
1794,1,0,19.81966710827779,2,9,9.0,http://www.cian.ru/sale/flat/149251779/,30.0,7.0,1794,0,14.0,8200000,2,1.0,55.0,0.0
1795,1,0,15.039658910573774,2,2,8.0,http://www.cian.ru/sale/flat/150302896/,18.0,7.0,1795,0,12.0,5500000,1,,38.0,1.0
1796,1,0,12.502659905628644,2,11,10.0,http://www.cian.ru/sale/flat/150291118/,19.0,1.0,1796,0,16.0,5500000,1,,37.3,1.0
1797,1,0,15.665055597029188,2,1,6.5,http://www.cian.ru/sale/flat/151288728/,18.0,5.0,1797,0,9.0,5500000,1,1.0,35.0,1.0
1798,1,0,14.214595228617323,2,3,7.0,http://www.cian.ru/sale/flat/151498645/,30.0,7.0,1798,0,9.0,5500000,2,1.0,44.6,0.0
1799,0,0,12.844767431676782,2,4,6.0,http://www.cian.ru/sale/flat/150832102/,19.0,7.0,1799,0,9.0,5500000,1,1.0,33.0,1.0
1800,1,0,15.634994352213702,2,4,6.5,http://www.cian.ru/sale/flat/151620593/,21.0,28.0,1800,0,9.0,5500000,1,1.0,35.0,1.0
1801,1,0,15.718395318390183,2,2,8.5,http://www.cian.ru/sale/flat/149222231/,20.7,16.0,1801,0,12.0,5500000,1,1.0,38.6,1.0
1802,1,0,5.834137766496393,2,6,,http://www.cian.ru/sale/flat/151887599/,,12.0,1802,1,46.0,5509350,1,,27.5,1.0
1803,1,1,13.802922996944531,2,4,5.9,http://www.cian.ru/sale/flat/151876037/,28.7,8.0,1803,0,4.0,5530000,2,1.0,42.3,0.0
1804,1,0,14.058313212236804,2,10,10.0,http://www.cian.ru/sale/flat/149850509/,20.0,18.0,1804,0,16.0,5550000,1,,35.0,1.0
1805,1,1,13.170615224990966,2,5,6.0,http://www.cian.ru/sale/flat/149950599/,27.0,9.0,1805,0,5.0,5550000,2,1.0,43.3,0.0
1806,1,1,7.9081323018344145,2,1,6.1,http://www.cian.ru/sale/flat/151890535/,18.0,15.0,1806,0,9.0,5590000,1,,34.0,1.0
1807,1,1,5.926806275129502,2,7,,http://www.cian.ru/sale/flat/149789709/,28.0,9.0,1807,1,47.0,5590000,1,,35.8,1.0
1808,1,1,8.92067604858953,2,1,9.0,http://www.cian.ru/sale/flat/151974455/,20.0,15.0,1808,0,5.0,5600000,1,,37.0,1.0
1809,1,0,7.712670720294672,2,5,5.0,http://www.cian.ru/sale/flat/150993950/,12.0,7.0,1809,0,9.0,5600000,1,1.0,32.0,1.0
1810,1,0,15.008776689317866,2,3,8.0,http://www.cian.ru/sale/flat/152197354/,21.0,5.0,1810,0,9.0,5600000,1,,33.0,1.0
1811,1,0,12.932538851131808,2,4,6.1,http://www.cian.ru/sale/flat/147040700/,18.9,9.0,1811,0,9.0,5600000,1,1.0,32.7,1.0
1812,1,0,15.001537821395631,2,4,6.0,http://www.cian.ru/sale/flat/150521717/,23.0,10.0,1812,0,14.0,5600000,2,0.0,38.0,0.0
1813,1,1,8.922060141236509,2,7,7.0,http://www.cian.ru/sale/flat/152185938/,17.0,23.0,1813,0,8.0,5600000,1,,35.0,1.0
1814,1,0,14.15801978474844,2,10,6.0,http://www.cian.ru/sale/flat/151139861/,24.0,10.0,1814,0,14.0,5650000,2,0.0,41.5,0.0
1815,1,0,13.572522509591998,2,17,11.0,http://www.cian.ru/sale/flat/151367875/,18.0,9.0,1815,0,25.0,5650000,1,,39.0,1.0
1816,1,0,14.014724654907786,2,12,10.0,http://www.cian.ru/sale/flat/150260272/,19.3,19.0,1816,0,16.0,5680000,1,,35.0,1.0
1817,1,1,12.666610176254194,2,5,6.0,http://www.cian.ru/sale/flat/150363159/,30.0,28.0,1817,0,5.0,5690000,2,,45.0,1.0
1818,1,0,13.82478793577458,2,13,9.0,http://www.cian.ru/sale/flat/150834589/,19.0,15.0,1818,0,16.0,5700000,1,1.0,39.0,0.0
1819,1,0,7.231767373478064,2,8,10.0,http://www.cian.ru/sale/flat/151606944/,19.0,15.0,1819,0,12.0,5700000,1,1.0,35.0,1.0
1820,1,1,5.416801714765657,2,3,,http://www.cian.ru/sale/flat/151635386/,30.0,11.0,1820,1,8.0,9979000,1,,47.0,1.0
1821,1,0,13.89505743843448,2,17,11.0,http://www.cian.ru/sale/flat/150302169/,44.0,,1821,0,17.0,14700000,3,1.0,79.0,
1822,1,0,8.072038038802667,2,10,9.0,http://www.cian.ru/sale/flat/151522531/,43.0,5.0,1822,0,12.0,13900000,3,,64.0,1.0
1823,1,1,14.480517884132103,2,2,6.0,http://www.cian.ru/sale/flat/151146864/,27.0,10.0,1823,0,5.0,5700000,2,,43.0,0.0
1824,1,0,15.870371343628884,2,2,6.1,http://www.cian.ru/sale/flat/151370709/,31.0,,1824,0,9.0,5700000,2,1.0,45.6,
1825,1,0,15.672981543791792,2,7,8.0,http://www.cian.ru/sale/flat/147556596/,20.0,17.0,1825,0,12.0,5700000,1,,36.1,1.0
1826,1,0,15.110139589906892,2,4,8.5,http://www.cian.ru/sale/flat/151826175/,20.8,,1826,0,12.0,5700000,1,1.0,38.9,
1827,1,0,10.980814828029011,2,9,,http://www.cian.ru/sale/flat/149835823/,,,1827,1,20.0,5710240,1,,36.2,
1828,1,0,10.980814828029011,2,14,,http://www.cian.ru/sale/flat/150602214/,,,1828,1,20.0,5735160,1,,36.2,
1829,1,0,10.980814828029011,2,17,,http://www.cian.ru/sale/flat/149835837/,,,1829,1,20.0,5735160,1,,36.3,
1830,0,1,10.757511582699316,2,8,,http://www.cian.ru/sale/flat/151533247/,20.0,10.0,1830,1,18.0,5738754,1,,29.5,1.0
1831,1,0,5.834137766496393,2,32,,http://www.cian.ru/sale/flat/151887848/,,12.0,1831,1,46.0,5738820,1,,30.3,1.0
1832,1,0,11.566821435935125,2,4,9.0,http://www.cian.ru/sale/flat/151984913/,29.0,14.0,1832,0,12.0,5749999,1,,41.0,1.0
1833,1,0,10.989642460144946,2,12,8.5,http://www.cian.ru/sale/flat/149219295/,21.0,22.0,1833,0,12.0,5750000,1,1.0,42.0,1.0
1834,1,0,10.596982103016543,2,2,8.0,http://www.cian.ru/sale/flat/151607335/,25.0,10.0,1834,0,9.0,5750000,2,1.0,38.0,1.0
1835,1,1,9.249199397496382,2,5,,http://www.cian.ru/sale/flat/151406717/,12.0,11.0,1835,1,9.0,5756000,1,,32.0,1.0
1836,1,0,10.980814828029011,2,4,,http://www.cian.ru/sale/flat/151813438/,,,1836,1,18.0,5758650,1,,33.5,
1837,0,1,10.757511582699316,2,9,12.1,http://www.cian.ru/sale/flat/151533284/,12.9,10.0,1837,1,18.0,5780264,1,,35.4,1.0
1838,1,0,10.980814828029011,2,9,,http://www.cian.ru/sale/flat/151813441/,,,1838,1,18.0,5784210,1,,33.3,
1839,1,0,14.850216802041768,2,12,8.6,http://www.cian.ru/sale/flat/150462470/,20.8,15.0,1839,0,12.0,5800000,1,0.0,38.6,0.0
1840,1,0,9.498254510909234,2,5,7.5,http://www.cian.ru/sale/flat/152165366/,24.0,15.0,1840,0,9.0,5800000,2,0.0,37.0,1.0
1841,1,0,14.722247815664462,2,2,9.0,http://www.cian.ru/sale/flat/151931645/,21.0,,1841,0,14.0,5800000,1,0.0,39.0,
1842,1,0,7.067189532256632,2,5,6.0,http://www.cian.ru/sale/flat/149729047/,17.0,15.0,1842,0,5.0,5800000,1,1.0,30.0,1.0
1843,1,0,11.821499939560251,2,11,7.8,http://www.cian.ru/sale/flat/148698555/,18.8,10.0,1843,0,17.0,5800000,1,1.0,36.4,1.0
1844,1,0,14.799394623997546,2,8,11.0,http://www.cian.ru/sale/flat/150460400/,19.5,,1844,0,16.0,5800000,1,,40.0,
1845,1,0,15.493908644489375,2,7,8.0,http://www.cian.ru/sale/flat/151589821/,20.0,15.0,1845,0,16.0,5800000,1,1.0,37.0,1.0
1846,1,0,10.980814828029011,2,3,,http://www.cian.ru/sale/flat/149835851/,,,1846,1,18.0,5849880,1,,34.8,
1847,1,0,5.834137766496393,2,11,,http://www.cian.ru/sale/flat/151887649/,,12.0,1847,1,46.0,5850208,1,,28.7,1.0
1848,1,1,14.154592144985395,2,10,9.0,http://www.cian.ru/sale/flat/149816271/,18.0,30.0,1848,0,15.0,6800000,1,1.0,35.0,1.0
1849,1,1,15.035099572820188,2,2,13.6,http://www.cian.ru/sale/flat/151529335/,71.6,7.0,1849,0,3.0,29000000,4,0.0,125.5,0.0
1850,1,0,11.66659723540082,2,2,7.0,http://www.cian.ru/sale/flat/148757287/,37.5,10.0,1850,0,25.0,12900000,2,0.0,54.0,1.0
1851,1,0,13.152245363358173,2,1,6.3,http://www.cian.ru/sale/flat/148181587/,30.0,10.0,1851,0,9.0,5900000,2,0.0,44.5,1.0
1852,1,0,10.630281085852273,2,2,7.4,http://www.cian.ru/sale/flat/146287462/,22.1,11.0,1852,0,9.0,5900000,2,0.0,36.7,1.0
1853,1,1,13.636239037671183,2,1,6.0,http://www.cian.ru/sale/flat/150472277/,30.0,7.0,1853,0,9.0,5900000,2,,42.0,1.0
1854,1,0,14.58426756068022,2,8,10.0,http://www.cian.ru/sale/flat/149889524/,20.0,8.0,1854,0,12.0,5900000,1,1.0,35.0,1.0
1855,1,0,12.978537617481422,2,2,7.0,http://www.cian.ru/sale/flat/149758343/,21.0,14.0,1855,0,9.0,5900000,1,1.0,36.0,1.0
1856,1,0,16.154783911065675,2,11,7.0,http://www.cian.ru/sale/flat/151557427/,18.0,13.0,1856,0,12.0,5900000,1,,33.0,1.0
1857,1,1,12.779139182726556,2,4,7.0,http://www.cian.ru/sale/flat/151810766/,21.3,10.0,1857,0,9.0,5900000,1,1.0,35.5,0.0
1858,1,0,14.979575760776239,2,9,9.0,http://www.cian.ru/sale/flat/149154621/,21.0,15.0,1858,0,12.0,5900000,1,1.0,39.9,1.0
1859,1,0,8.578870030467666,2,1,5.0,http://www.cian.ru/sale/flat/152115198/,21.0,10.0,1859,0,5.0,5900000,1,0.0,31.0,1.0
1860,1,0,5.834137766496393,2,3,,http://www.cian.ru/sale/flat/151887567/,,12.0,1860,1,46.0,5902780,1,,31.1,1.0
1861,1,1,13.909070617491878,2,5,7.0,http://www.cian.ru/sale/flat/151049316/,27.0,12.0,1861,0,5.0,5949000,2,0.0,42.0,0.0
1862,1,0,10.980814828029011,2,2,,http://www.cian.ru/sale/flat/151235340/,,,1862,1,18.0,5949800,1,,35.5,
1863,1,0,20.347960508879776,2,4,9.0,http://www.cian.ru/sale/flat/151491829/,19.0,10.0,1863,0,17.0,5950000,1,1.0,39.0,0.0
1864,1,0,13.572522509591998,2,17,11.0,http://www.cian.ru/sale/flat/151847861/,17.2,10.0,1864,0,24.0,5950000,1,,38.6,1.0
1865,1,0,14.675870226037516,2,2,9.0,http://www.cian.ru/sale/flat/151723024/,21.0,10.0,1865,0,12.0,5950000,1,1.0,39.0,1.0
1866,1,0,15.538205626123386,2,12,8.4,http://www.cian.ru/sale/flat/151227638/,19.2,10.0,1866,0,16.0,5950000,1,,39.0,1.0
1867,1,0,10.980814828029011,2,4,,http://www.cian.ru/sale/flat/149835938/,,,1867,1,16.0,5978370,1,,35.0,
1868,1,0,10.980814828029011,2,3,,http://www.cian.ru/sale/flat/149835933/,,,1868,1,16.0,5978370,1,,35.0,
1869,1,0,8.518399237040482,2,6,6.0,http://www.cian.ru/sale/flat/151848474/,22.0,10.0,1869,0,9.0,5990000,1,1.0,32.0,1.0
1870,1,0,8.518399237040482,2,6,6.0,http://www.cian.ru/sale/flat/152207887/,22.0,20.0,1870,0,9.0,5990000,1,1.0,32.0,1.0
1871,1,1,13.649198607500333,2,4,6.0,http://www.cian.ru/sale/flat/150828471/,28.9,5.0,1871,0,5.0,6000000,2,1.0,42.7,0.0
1872,1,0,13.688338775975845,2,2,6.5,http://www.cian.ru/sale/flat/150527538/,31.0,21.0,1872,0,5.0,6000000,2,,46.0,1.0
1873,1,0,8.412769219665284,2,3,10.0,http://www.cian.ru/sale/flat/148581972/,20.4,8.0,1873,0,12.0,6000000,1,1.0,36.7,1.0
1874,0,0,13.880690058543687,2,4,5.0,http://www.cian.ru/sale/flat/150590540/,33.0,10.0,1874,0,9.0,6000000,2,0.0,42.0,0.0
1875,1,0,5.669766978290156,2,1,9.5,http://www.cian.ru/sale/flat/149099000/,17.0,16.0,1875,0,10.0,6000000,1,1.0,32.6,1.0
1876,1,0,10.980814828029011,2,4,,http://www.cian.ru/sale/flat/150602170/,,,1876,1,20.0,8998080,2,,62.4,
1877,1,0,4.508742803588188,2,9,14.3,http://www.cian.ru/sale/flat/148588664/,73.1,,1877,1,15.0,16987500,2,,75.5,
1878,1,1,9.258237356278851,2,9,14.0,http://www.cian.ru/sale/flat/152206470/,86.0,12.0,1878,0,57.0,14700000,3,0.0,111.0,1.0
1879,1,0,16.907925118943183,2,3,9.0,http://www.cian.ru/sale/flat/152049319/,21.0,14.0,1879,0,12.0,6000000,1,1.0,41.0,1.0
1880,1,1,12.779139182726556,2,4,6.0,http://www.cian.ru/sale/flat/151750682/,21.3,15.0,1880,0,9.0,6000000,2,1.0,35.5,0.0
1881,1,1,8.578870030467666,2,2,6.0,http://www.cian.ru/sale/flat/151033056/,28.0,10.0,1881,0,5.0,6000000,2,,45.0,1.0
1882,1,0,14.194850329760529,2,4,5.0,http://www.cian.ru/sale/flat/148886672/,23.0,5.0,1882,0,9.0,6000000,2,,34.0,0.0
1883,1,0,11.533220842160526,2,2,9.8,http://www.cian.ru/sale/flat/152152570/,19.1,18.0,1883,0,16.0,6000000,1,1.0,37.7,1.0
1884,1,0,13.487106999593697,2,1,8.0,http://www.cian.ru/sale/flat/150873333/,37.0,15.0,1884,0,9.0,6000000,3,1.0,56.0,1.0
1885,1,0,10.980814828029011,2,6,,http://www.cian.ru/sale/flat/149835860/,,,1885,1,18.0,6030640,1,,36.4,
1886,1,0,10.980814828029011,2,7,,http://www.cian.ru/sale/flat/150602236/,,,1886,1,18.0,6030640,1,,36.4,
1887,1,0,10.980814828029011,2,7,,http://www.cian.ru/sale/flat/149835816/,,,1887,1,20.0,6045000,1,,32.5,
1888,1,0,10.980814828029011,2,8,,http://www.cian.ru/sale/flat/151562410/,,,1888,1,20.0,6045000,1,,32.5,
1889,1,0,10.980814828029011,2,13,,http://www.cian.ru/sale/flat/150602255/,,,1889,1,18.0,6048440,1,,36.5,
1890,1,0,10.980814828029011,2,9,,http://www.cian.ru/sale/flat/151244697/,,,1890,1,18.0,6048440,1,,36.4,
1891,1,0,10.980814828029011,2,11,,http://www.cian.ru/sale/flat/149835873/,,,1891,1,18.0,6048440,1,,36.4,
1892,1,0,10.980814828029011,2,4,,http://www.cian.ru/sale/flat/149835856/,,,1892,1,18.0,6049020,1,,36.3,
