,Bal,Brick,Dist,District,Floor,Kitsp,Link,Livesp,Metrdist,N,New,Nfloor,Price,Rooms,Tel,Totsp,Walk
3896,0,1,24.835357512963427,4,9,7.2,http://www.cian.ru/sale/flat/150506882/,28.0,5.0,3896,1,18.0,4321930,2,,43.7,0.0
3897,1,1,13.288790848742163,4,6,8.3,http://www.cian.ru/sale/flat/151728234/,13.0,4.0,3897,1,18.0,4324950,1,,31.5,0.0
3898,1,0,20.548646198709584,4,14,8.0,http://www.cian.ru/sale/flat/149390248/,18.9,20.0,3898,0,17.0,4327900,1,0.0,38.3,0.0
3899,1,1,19.710838715196413,4,8,,http://www.cian.ru/sale/flat/152210696/,,1.0,3899,1,25.0,4327880,1,,42.1,1.0
3900,1,0,20.755454158723392,4,21,,http://www.cian.ru/sale/flat/150469875/,,15.0,3900,1,25.0,4328409,1,,39.8,0.0
3901,1,1,26.9442788076614,4,4,13.7,http://www.cian.ru/sale/flat/151364002/,17.2,15.0,3901,1,17.0,4329015,1,,45.3,0.0
3902,1,0,20.63044168377252,4,13,,http://www.cian.ru/sale/flat/151235275/,,12.0,3902,1,17.0,4330177,1,,38.5,0.0
3903,1,1,20.58845370806844,4,11,,http://www.cian.ru/sale/flat/150500534/,,10.0,3903,1,12.0,4333150,1,,40.0,1.0
3904,1,1,22.191426947900634,4,11,,http://www.cian.ru/sale/flat/151778488/,23.0,7.0,3904,1,16.0,4341300,1,,44.0,0.0
3905,1,0,36.27035356999767,4,2,,http://www.cian.ru/sale/flat/148295635/,,,3905,1,7.0,4341796,2,,48.1,
3906,1,1,10.946786491350133,4,4,5.4,http://www.cian.ru/sale/flat/152054532/,18.7,10.0,3906,0,5.0,4350000,1,0.0,33.0,1.0
3907,1,0,35.72555523702203,4,10,7.0,http://www.cian.ru/sale/flat/148129068/,22.0,,3907,0,12.0,4350000,2,,39.0,
3908,1,0,20.548646198709584,4,14,7.3,http://www.cian.ru/sale/flat/148889168/,18.9,,3908,0,17.0,4352900,1,,38.3,
3909,1,0,20.45020796618061,4,22,7.0,http://www.cian.ru/sale/flat/148470040/,19.0,15.0,3909,1,25.0,4360000,1,,39.3,0.0
3910,1,0,20.398777199519937,4,13,,http://www.cian.ru/sale/flat/151235288/,,11.0,3910,1,17.0,4364200,1,,38.4,0.0
3911,1,0,39.39388637292225,4,1,10.2,http://www.cian.ru/sale/flat/151832799/,26.9,35.0,3911,1,5.0,4364459,2,,57.0,0.0
3912,1,1,19.710838715196413,4,17,5.2,http://www.cian.ru/sale/flat/151729152/,26.5,1.0,3912,1,25.0,4382400,2,,41.5,1.0
3913,1,0,20.75938704141731,4,12,9.0,http://www.cian.ru/sale/flat/151353499/,18.9,20.0,3913,1,25.0,4385800,1,,40.1,0.0
3914,0,1,21.40784100767503,4,11,7.5,http://www.cian.ru/sale/flat/151248341/,17.3,14.0,3914,1,24.0,4387500,2,,35.1,0.0
3915,1,0,20.072429973710598,4,8,7.5,http://www.cian.ru/sale/flat/148908816/,18.0,,3915,0,17.0,4390000,1,,39.0,
3916,0,1,21.40784100767503,4,3,,http://www.cian.ru/sale/flat/150198003/,,14.0,3916,1,22.0,4391100,2,,36.9,0.0
3917,1,1,13.288790848742163,4,9,10.0,http://www.cian.ru/sale/flat/151728581/,12.3,4.0,3917,1,18.0,4397070,1,,30.9,0.0
3918,1,1,31.616944003082068,4,4,,http://www.cian.ru/sale/flat/151975908/,,,3918,1,17.0,4397400,2,,69.8,
3919,1,1,13.288790848742163,4,15,8.3,http://www.cian.ru/sale/flat/151728740/,13.0,4.0,3919,1,18.0,4399464,1,,31.6,0.0
3920,1,1,30.882362467642785,4,1,6.0,http://www.cian.ru/sale/flat/150289824/,17.7,25.0,3920,1,5.0,2908800,1,,32.7,0.0
3921,1,0,21.201230946156272,4,4,6.0,http://www.cian.ru/sale/flat/140764743/,30.0,,3921,0,4.0,3990000,2,1.0,43.0,
3922,1,1,6.009380594072239,4,4,,http://www.cian.ru/sale/flat/149670419/,56.0,15.0,3922,0,7.0,14650000,2,,70.0,1.0
3923,1,1,26.97847576721658,4,4,13.0,http://www.cian.ru/sale/flat/152165247/,13.5,23.0,3923,1,17.0,4400000,1,,35.6,1.0
3924,1,1,28.017687512294415,4,8,9.3,http://www.cian.ru/sale/flat/152192664/,23.2,10.0,3924,0,19.0,4400000,1,0.0,40.3,0.0
3925,1,0,13.350370661335667,4,5,6.0,http://www.cian.ru/sale/flat/150131041/,22.0,,3925,0,9.0,4400000,1,1.0,32.0,
3926,1,0,13.24246511111664,4,10,10.0,http://www.cian.ru/sale/flat/150401454/,20.0,,3926,0,12.0,4400000,1,1.0,35.0,
3927,1,0,31.03698663364626,4,13,10.0,http://www.cian.ru/sale/flat/151872163/,18.0,25.0,3927,0,17.0,4400000,1,0.0,36.5,0.0
3928,1,0,29.508883999444453,4,1,15.0,http://www.cian.ru/sale/flat/151555687/,20.0,20.0,3928,0,3.0,4400000,1,,42.0,0.0
3929,1,0,20.737523156484016,4,17,9.0,http://www.cian.ru/sale/flat/151749072/,18.0,,3929,0,17.0,4400000,1,0.0,39.0,
3930,1,0,20.475027412658786,4,10,9.0,http://www.cian.ru/sale/flat/149390253/,18.9,20.0,3930,0,25.0,4400900,1,0.0,39.3,0.0
3931,1,1,31.616944003082068,4,7,,http://www.cian.ru/sale/flat/151976480/,,,3931,1,17.0,4410000,2,,70.0,
3932,1,1,26.950874952585828,4,14,6.9,http://www.cian.ru/sale/flat/150983503/,34.4,15.0,3932,1,17.0,4425000,2,,54.4,0.0
3933,1,1,24.189482791769613,4,3,9.0,http://www.cian.ru/sale/flat/151968203/,16.0,15.0,3933,1,3.0,4429000,1,,35.7,1.0
3934,1,0,20.45020796618061,4,14,9.0,http://www.cian.ru/sale/flat/149390180/,18.9,20.0,3934,0,25.0,4429600,1,0.0,39.2,0.0
3935,1,1,31.616944003082068,4,8,,http://www.cian.ru/sale/flat/152153764/,,,3935,1,17.0,4435200,2,,70.4,
3936,1,1,13.288790848742163,4,9,8.3,http://www.cian.ru/sale/flat/151728407/,13.8,4.0,3936,1,18.0,4440528,1,,32.5,0.0
3937,1,0,20.436913300080604,4,21,9.0,http://www.cian.ru/sale/flat/151346050/,18.9,20.0,3937,0,25.0,4443300,1,0.0,39.1,0.0
3938,1,0,20.436913300080604,4,6,,http://www.cian.ru/sale/flat/151906951/,,11.0,3938,1,25.0,4443300,1,,39.1,0.0
3939,1,0,36.208018251278276,4,2,9.4,http://www.cian.ru/sale/flat/151566658/,17.0,,3939,0,16.0,4450000,1,,43.0,
3940,1,0,19.95574780494373,4,7,10.0,http://www.cian.ru/sale/flat/152103270/,20.0,,3940,0,17.0,4450000,1,,40.0,
3941,1,0,58.76679575680523,4,9,6.6,http://www.cian.ru/sale/flat/151451097/,27.0,,3941,0,9.0,4450000,2,,45.0,
3942,0,0,11.778931809881936,4,1,7.0,http://www.cian.ru/sale/flat/150585905/,20.0,10.0,3942,0,9.0,4450000,1,0.0,33.0,1.0
3943,1,1,9.49512917275493,4,5,6.0,http://www.cian.ru/sale/flat/151746481/,18.6,10.0,3943,0,5.0,4450000,1,1.0,31.0,0.0
3944,1,0,26.638319938140253,4,2,7.5,http://www.cian.ru/sale/flat/151833457/,29.0,,3944,0,5.0,4450000,2,,43.0,
3945,1,0,20.45020796618061,4,11,9.0,http://www.cian.ru/sale/flat/148948321/,18.9,,3945,0,25.0,4454600,1,,39.2,
3946,1,0,20.548646198709584,4,6,7.4,http://www.cian.ru/sale/flat/148902525/,18.9,,3946,0,17.0,4454600,1,,39.2,
3947,1,0,20.45020796618061,4,10,,http://www.cian.ru/sale/flat/152200331/,,11.0,3947,1,25.0,4454600,1,,39.2,0.0
3948,0,1,28.017687512294415,4,1,2.9,http://www.cian.ru/sale/flat/152092124/,13.0,15.0,3948,0,19.0,1740000,1,0.0,16.0,0.0
3949,1,0,14.04845965313956,4,2,11.0,http://www.cian.ru/sale/flat/151522513/,46.0,9.0,3949,0,22.0,11800000,3,,78.0,1.0
3950,1,0,20.29268991857471,4,17,13.0,http://www.cian.ru/sale/flat/150122095/,33.0,10.0,3950,0,17.0,6500000,2,,64.0,0.0
3951,0,1,21.40784100767503,4,4,,http://www.cian.ru/sale/flat/150198013/,,14.0,3951,1,22.0,4457700,2,,38.1,0.0
3952,1,1,19.710838715196413,4,3,,http://www.cian.ru/sale/flat/152209916/,,1.0,3952,1,25.0,4458160,1,,41.9,1.0
3953,1,1,13.288790848742163,4,11,8.1,http://www.cian.ru/sale/flat/151728462/,13.0,4.0,3953,1,18.0,4465500,1,,32.5,0.0
3954,1,0,20.436913300080604,4,7,9.0,http://www.cian.ru/sale/flat/148928094/,18.9,,3954,0,25.0,4465900,1,,39.3,
3955,1,0,20.475027412658786,4,3,,http://www.cian.ru/sale/flat/151906955/,,11.0,3955,1,25.0,4465900,1,,39.3,0.0
3956,0,1,21.40784100767503,4,14,,http://www.cian.ru/sale/flat/150198163/,,14.0,3956,1,22.0,4477400,2,,36.7,0.0
3957,1,1,13.288790848742163,4,9,11.1,http://www.cian.ru/sale/flat/151728592/,12.0,4.0,3957,1,18.0,4478064,1,,32.2,0.0
3958,1,1,28.2062924036665,4,3,10.0,http://www.cian.ru/sale/flat/151243577/,18.0,,3958,0,22.0,4480000,1,,41.0,
3959,1,0,20.34805754679143,4,16,10.1,http://www.cian.ru/sale/flat/148884287/,18.9,,3959,0,17.0,4488500,1,,39.6,
3960,1,0,20.475027412658786,4,18,9.0,http://www.cian.ru/sale/flat/148930132/,18.9,,3960,0,25.0,4488500,1,,39.3,
3961,1,0,20.538237569624485,4,13,,http://www.cian.ru/sale/flat/151235272/,,12.0,3961,1,17.0,4488500,1,,39.5,0.0
3962,1,1,35.801685257146616,4,3,17.0,http://www.cian.ru/sale/flat/152209423/,20.0,20.0,3962,0,4.0,4490000,2,,45.0,0.0
3963,0,1,24.835357512963427,4,1,11.6,http://www.cian.ru/sale/flat/151728339/,23.9,5.0,3963,1,18.0,4491900,1,,46.5,0.0
3964,1,1,28.1186346322011,4,14,8.8,http://www.cian.ru/sale/flat/151850896/,19.1,10.0,3964,0,22.0,4494000,1,0.0,47.3,0.0
3965,1,0,10.830233506984262,4,2,7.0,http://www.cian.ru/sale/flat/152068824/,19.0,8.0,3965,0,9.0,4499000,1,0.0,33.0,1.0
3966,1,1,20.33954193627168,4,15,,http://www.cian.ru/sale/flat/151235279/,,11.0,3966,1,17.0,4499750,1,,40.0,0.0
3967,1,0,31.551736776022928,4,1,7.0,http://www.cian.ru/sale/flat/148596076/,28.0,50.0,3967,0,12.0,4500000,2,1.0,47.0,0.0
3968,1,0,20.33954193627168,4,7,7.5,http://www.cian.ru/sale/flat/150098478/,18.0,15.0,3968,1,17.0,4500000,1,,39.8,0.0
3969,1,1,27.95769564739103,4,13,11.0,http://www.cian.ru/sale/flat/152024486/,19.0,,3969,0,14.0,4500000,1,,45.0,
3970,1,1,11.408855831633302,4,1,6.0,http://www.cian.ru/sale/flat/151884098/,17.6,13.0,3970,0,5.0,4500000,1,0.0,31.1,1.0
3971,1,0,20.535424843746075,4,11,7.0,http://www.cian.ru/sale/flat/150543342/,16.0,15.0,3971,0,17.0,4500000,1,0.0,30.7,0.0
3972,1,0,30.830580879512297,4,1,13.4,http://www.cian.ru/sale/flat/151870331/,23.0,,3972,0,3.0,4500000,1,,42.8,
3973,1,0,31.354428323223313,4,9,9.0,http://www.cian.ru/sale/flat/150727740/,17.0,,3973,0,12.0,4500000,1,1.0,42.0,
3974,1,1,27.48552824483596,4,2,7.0,http://www.cian.ru/sale/flat/149932922/,30.0,10.0,3974,0,9.0,4500000,2,0.0,45.0,0.0
3975,1,1,36.850517337063,4,8,8.4,http://www.cian.ru/sale/flat/152131857/,30.2,30.0,3975,0,9.0,4500000,2,0.0,48.1,0.0
3976,1,1,6.529685995751127,4,18,13.0,http://www.cian.ru/sale/flat/151522247/,40.0,4.0,3976,0,18.0,16300000,2,,76.0,0.0
3977,1,1,16.160346664563512,4,14,9.3,http://www.cian.ru/sale/flat/151881733/,30.0,20.0,3977,1,25.0,7502733,2,,57.8,0.0
3978,1,0,20.29268991857471,4,17,13.0,http://www.cian.ru/sale/flat/150122095/,33.0,10.0,3978,0,17.0,6500000,2,,64.0,0.0
3979,1,1,26.04990975055554,4,11,11.2,http://www.cian.ru/sale/flat/152137954/,12.9,20.0,3979,0,14.0,4500000,1,0.0,37.0,0.0
3980,1,0,20.34805754679143,4,16,,http://www.cian.ru/sale/flat/151235268/,,11.0,3980,1,17.0,4511100,1,,39.7,0.0
3981,1,0,36.27035356999767,4,6,,http://www.cian.ru/sale/flat/148295704/,,,3981,1,7.0,4515944,2,,53.9,
3982,1,0,39.97254716147828,4,2,,http://www.cian.ru/sale/flat/152133412/,,30.0,3982,1,4.0,4519000,3,,75.7,0.0
3983,1,0,39.97254716147828,4,3,,http://www.cian.ru/sale/flat/152133385/,,30.0,3983,1,4.0,4525000,3,,75.8,0.0
3984,0,1,24.835357512963427,4,2,8.0,http://www.cian.ru/sale/flat/150507781/,23.4,5.0,3984,1,18.0,4528800,2,,44.4,0.0
3985,0,1,24.835357512963427,4,3,10.2,http://www.cian.ru/sale/flat/151728337/,24.4,5.0,3985,1,18.0,4529900,1,,46.7,0.0
3986,1,0,39.39388637292225,4,4,7.8,http://www.cian.ru/sale/flat/151832792/,36.5,35.0,3986,1,5.0,4539159,2,,56.4,0.0
3987,1,1,13.288790848742163,4,17,8.4,http://www.cian.ru/sale/flat/151728917/,13.0,4.0,3987,1,18.0,4540904,1,,32.8,0.0
3988,1,1,12.998604980522526,4,12,,http://www.cian.ru/sale/flat/151052393/,,4.0,3988,1,32.0,4546605,1,,37.1,0.0
3989,1,0,17.5360375663726,4,10,8.0,http://www.cian.ru/sale/flat/139567782/,21.0,15.0,3989,0,12.0,4550000,1,1.0,39.0,0.0
3990,1,0,11.886175308660876,4,8,6.0,http://www.cian.ru/sale/flat/151227845/,21.0,15.0,3990,0,9.0,4550000,1,1.0,32.0,1.0
3991,1,1,59.22325631869388,4,11,9.4,http://www.cian.ru/sale/flat/151434593/,37.3,,3991,0,16.0,4550000,2,,65.0,
3992,1,0,11.578709791668272,4,5,6.0,http://www.cian.ru/sale/flat/148998613/,18.0,10.0,3992,0,5.0,4550000,1,1.0,33.0,1.0
3993,1,1,19.710838715196413,4,11,5.2,http://www.cian.ru/sale/flat/152056922/,26.5,1.0,3993,1,25.0,4554000,2,,41.4,1.0
3994,1,1,28.1186346322011,4,21,,http://www.cian.ru/sale/flat/151850897/,,10.0,3994,0,22.0,4559000,1,0.0,45.9,0.0
3995,1,1,28.1186346322011,4,21,,http://www.cian.ru/sale/flat/152193429/,,10.0,3995,1,22.0,4559000,1,,45.9,0.0
3996,1,1,29.485813547591636,4,1,,http://www.cian.ru/sale/flat/150488299/,17.6,15.0,3996,1,3.0,4561000,1,,49.5,0.0
3997,1,0,39.97254716147828,4,4,13.5,http://www.cian.ru/sale/flat/151011957/,40.7,30.0,3997,1,4.0,4563000,3,,75.8,0.0
3998,0,1,12.998604980522526,4,14,12.0,http://www.cian.ru/sale/flat/148938285/,14.7,20.0,3998,1,32.0,4569347,1,,37.1,1.0
3999,1,1,28.1625115796502,4,6,9.0,http://www.cian.ru/sale/flat/151638735/,17.0,30.0,3999,0,22.0,4570000,1,,38.4,0.0
4000,1,1,29.485813547591636,4,1,,http://www.cian.ru/sale/flat/150488281/,20.2,15.0,4000,1,3.0,4573000,1,,49.6,0.0
4001,0,0,13.308636037474052,4,8,7.0,http://www.cian.ru/sale/flat/152083120/,19.0,5.0,4001,0,9.0,4580000,1,1.0,32.9,1.0
4002,1,0,28.2062924036665,4,2,10.0,http://www.cian.ru/sale/flat/147497543/,26.9,,4002,1,6.0,4582450,2,,49.5,
4003,1,0,20.771631684859546,4,7,9.0,http://www.cian.ru/sale/flat/150019721/,17.9,,4003,0,14.0,4590000,1,,38.2,
4004,1,0,10.755120920230075,4,5,5.8,http://www.cian.ru/sale/flat/151627316/,30.0,7.0,4004,0,5.0,5800000,2,1.0,44.4,1.0
4005,1,1,24.862985537807468,4,14,9.5,http://www.cian.ru/sale/flat/152059240/,18.9,25.0,4005,1,17.0,6100000,1,,42.9,1.0
4006,1,0,20.65223485510837,4,2,,http://www.cian.ru/sale/flat/151233265/,,15.0,4006,1,7.0,3943700,1,,34.9,0.0
4007,1,1,24.39258026159718,4,2,13.0,http://www.cian.ru/sale/flat/151906440/,16.7,15.0,4007,0,3.0,4596384,1,0.0,43.5,1.0
4008,1,1,24.189482791769613,4,2,13.0,http://www.cian.ru/sale/flat/151915597/,16.7,15.0,4008,1,3.0,4596384,1,,43.5,1.0
4009,1,1,21.759766551249495,4,9,10.0,http://www.cian.ru/sale/flat/151607000/,20.0,5.0,4009,0,25.0,4599000,1,0.0,38.0,0.0
4010,1,1,20.03675164105525,4,5,9.0,http://www.cian.ru/sale/flat/152018031/,18.1,,4010,0,17.0,4599000,1,,42.0,
4011,1,0,6.0603511468367115,4,1,6.0,http://www.cian.ru/sale/flat/149739754/,18.0,15.0,4011,0,5.0,4600000,1,1.0,31.0,1.0
4012,1,0,19.903613713336068,4,2,9.0,http://www.cian.ru/sale/flat/151456743/,20.0,5.0,4012,0,17.0,4600000,1,0.0,38.0,1.0
4013,1,0,17.122564973453223,4,7,8.0,http://www.cian.ru/sale/flat/150630729/,23.0,15.0,4013,0,9.0,4600000,2,1.0,37.0,0.0
4014,1,0,35.13022713376977,4,15,8.0,http://www.cian.ru/sale/flat/149434047/,28.0,,4014,0,17.0,4600000,1,0.0,39.8,
4015,1,0,24.12479694169342,4,20,8.5,http://www.cian.ru/sale/flat/151178270/,16.0,15.0,4015,0,24.0,4600000,1,,36.0,0.0
4016,1,1,16.468514041039356,4,7,6.0,http://www.cian.ru/sale/flat/151863923/,14.0,7.0,4016,1,8.0,4600000,студиявЖК«ТатьянинПарк»,,33.5,0.0
4017,0,1,10.913042853110003,4,3,6.0,http://www.cian.ru/sale/flat/149444657/,17.0,17.0,4017,0,5.0,4600000,1,1.0,31.0,1.0
4018,1,0,31.260298969274473,4,6,8.0,http://www.cian.ru/sale/flat/151879947/,32.0,,4018,0,12.0,4600000,1,0.0,40.8,
4019,1,1,11.255024850557648,4,9,6.0,http://www.cian.ru/sale/flat/152208140/,18.0,19.0,4019,0,9.0,4600000,1,,31.0,1.0
4020,1,0,19.461285267366218,4,9,8.5,http://www.cian.ru/sale/flat/43638953/,18.0,6.0,4020,0,17.0,4600000,1,0.0,37.5,0.0
4021,1,1,12.136501801428793,4,2,8.0,http://www.cian.ru/sale/flat/152137958/,20.0,7.0,4021,0,5.0,4600000,1,1.0,35.0,1.0
4022,1,0,58.951956630961014,4,6,7.0,http://www.cian.ru/sale/flat/150693796/,36.0,15.0,4022,0,9.0,4600000,3,1.0,60.0,0.0
4023,1,1,26.9082613343984,4,10,10.0,http://www.cian.ru/sale/flat/151923683/,35.0,,4023,0,11.0,4600000,2,,57.3,
4024,1,0,26.80619168333263,4,2,9.0,http://www.cian.ru/sale/flat/150957468/,29.0,,4024,0,5.0,4600000,2,0.0,49.0,
4025,0,1,12.998604980522526,4,30,,http://www.cian.ru/sale/flat/151616503/,21.9,20.0,4025,1,32.0,4617902,1,,30.9,1.0
4026,1,1,35.711543965595716,4,14,9.6,http://www.cian.ru/sale/flat/151944099/,19.0,30.0,4026,0,17.0,4620000,1,1.0,38.4,0.0
4027,0,1,24.835357512963427,4,9,8.0,http://www.cian.ru/sale/flat/151098169/,15.0,5.0,4027,1,9.0,4624000,1,,34.0,0.0
4028,1,1,13.288790848742163,4,2,13.2,http://www.cian.ru/sale/flat/151728724/,14.1,4.0,4028,1,18.0,4636320,1,,37.2,0.0
4029,1,1,13.288790848742163,4,2,13.8,http://www.cian.ru/sale/flat/151728962/,14.1,4.0,4029,1,18.0,4637513,1,,37.5,0.0
4030,1,1,31.040735144976413,4,1,10.5,http://www.cian.ru/sale/flat/151367625/,25.1,25.0,4030,1,12.0,4648800,2,,52.5,0.0
4031,1,1,28.017687512294415,4,9,9.4,http://www.cian.ru/sale/flat/149331041/,23.4,10.0,4031,0,17.0,4650000,1,1.0,40.6,0.0
4032,0,0,36.27035356999767,4,2,,http://www.cian.ru/sale/flat/148295679/,,,4032,1,7.0,2989872,2,,36.4,
4033,0,1,21.40784100767503,4,9,,http://www.cian.ru/sale/flat/150197858/,,14.0,4033,1,22.0,2926000,1,,22.0,0.0
4034,1,0,14.04845965313956,4,2,11.0,http://www.cian.ru/sale/flat/151522513/,46.0,9.0,4034,0,22.0,11800000,3,,78.0,1.0
4035,1,0,24.12479694169342,4,11,8.5,http://www.cian.ru/sale/flat/151855836/,16.0,,4035,0,24.0,4650000,1,0.0,36.0,
4036,1,0,59.33624078621239,4,2,6.5,http://www.cian.ru/sale/flat/151599348/,38.0,,4036,0,5.0,4650000,3,1.0,60.0,
4037,1,1,26.034333430729614,4,14,10.5,http://www.cian.ru/sale/flat/150834933/,18.6,5.0,4037,1,17.0,4650000,1,,37.6,0.0
4038,1,1,32.98263508921568,4,5,7.5,http://www.cian.ru/sale/flat/151356563/,29.4,15.0,4038,0,5.0,4650000,2,1.0,50.5,0.0
4039,1,1,13.288790848742163,4,2,12.6,http://www.cian.ru/sale/flat/151728272/,14.1,4.0,4039,1,18.0,4655040,1,,37.3,0.0
4040,0,1,21.40784100767503,4,2,,http://www.cian.ru/sale/flat/150198087/,,14.0,4040,1,22.0,4658500,1,,38.5,0.0
4041,0,1,24.835357512963427,4,17,18.0,http://www.cian.ru/sale/flat/148789659/,13.4,5.0,4041,1,18.0,4669080,1,,43.8,0.0
4042,1,1,28.066517396823976,4,3,9.6,http://www.cian.ru/sale/flat/152193386/,28.2,10.0,4042,1,6.0,4681530,2,,49.5,0.0
4043,0,1,24.835357512963427,4,8,9.8,http://www.cian.ru/sale/flat/150508291/,23.7,5.0,4043,1,18.0,4687430,1,,47.3,0.0
4044,1,1,12.998604980522526,4,22,,http://www.cian.ru/sale/flat/151052178/,,4.0,4044,1,32.0,4687488,1,,36.3,0.0
4045,1,1,13.288790848742163,4,2,13.7,http://www.cian.ru/sale/flat/151728801/,14.1,4.0,4045,1,18.0,4688736,1,,37.6,0.0
4046,0,1,12.998604980522526,4,32,,http://www.cian.ru/sale/flat/151616474/,21.9,20.0,4046,1,32.0,4691163,1,,31.4,1.0
4047,1,0,11.798732518045831,4,2,10.0,http://www.cian.ru/sale/flat/150724940/,20.0,12.0,4047,0,12.0,4700000,1,1.0,35.0,1.0
4048,1,1,11.310888573306375,4,5,6.0,http://www.cian.ru/sale/flat/152211858/,16.0,10.0,4048,0,5.0,4700000,1,1.0,30.0,1.0
4049,1,0,17.441037658879626,4,5,9.6,http://www.cian.ru/sale/flat/151123399/,20.4,10.0,4049,0,12.0,4700000,1,0.0,40.0,0.0
4050,0,1,21.40784100767503,4,16,5.2,http://www.cian.ru/sale/flat/150198333/,22.5,14.0,4050,1,22.0,4700000,2,,37.6,0.0
4051,1,0,13.199517237013966,4,2,8.6,http://www.cian.ru/sale/flat/149402209/,21.0,15.0,4051,0,12.0,4700000,1,,38.7,1.0
4052,1,0,11.798732518045831,4,2,10.0,http://www.cian.ru/sale/flat/151927422/,20.0,12.0,4052,0,12.0,4700000,1,1.0,35.0,1.0
4053,1,0,14.12904209369967,4,2,8.5,http://www.cian.ru/sale/flat/152044969/,20.6,,4053,0,8.0,4700000,1,,41.0,
4054,1,1,9.506066651227954,4,5,5.6,http://www.cian.ru/sale/flat/151798639/,18.3,5.0,4054,0,5.0,4700000,1,1.0,30.0,0.0
4055,1,0,28.915358574744186,4,3,12.0,http://www.cian.ru/sale/flat/151316592/,18.0,,4055,0,21.0,4700000,1,1.0,45.0,
4056,1,1,27.76536096057176,4,2,6.0,http://www.cian.ru/sale/flat/149139014/,27.5,,4056,0,5.0,4700000,2,,43.9,
4057,1,0,12.509262215832521,4,10,7.0,http://www.cian.ru/sale/flat/148817203/,17.6,7.0,4057,0,12.0,4700000,1,,32.3,0.0
4058,1,1,26.590779088733836,4,13,10.0,http://www.cian.ru/sale/flat/49426469/,44.0,,4058,1,17.0,4700000,2,,57.0,
4059,1,0,20.032019847360683,4,12,7.0,http://www.cian.ru/sale/flat/149162339/,19.0,,4059,0,17.0,4700000,1,0.0,37.5,
4060,1,0,20.3397987267136,4,3,12.9,http://www.cian.ru/sale/flat/151615038/,32.0,,4060,0,17.0,6200000,2,,61.0,
4061,1,0,5.206210047327002,4,12,9.0,http://www.cian.ru/sale/flat/151522645/,32.0,18.0,4061,0,12.0,8300000,2,,49.0,1.0
4062,1,1,13.288790848742163,4,2,20.9,http://www.cian.ru/sale/flat/151728282/,14.9,4.0,4062,1,18.0,5640504,2,,47.7,0.0
4063,1,0,11.403549136685692,4,1,6.0,http://www.cian.ru/sale/flat/149684162/,19.0,15.0,4063,0,5.0,4700000,1,1.0,31.0,1.0
4064,1,0,37.71337505028563,4,10,6.5,http://www.cian.ru/sale/flat/151619023/,29.0,,4064,0,12.0,4700000,2,,48.0,
4065,1,1,35.066032463490686,4,3,14.6,http://www.cian.ru/sale/flat/152213483/,18.0,,4065,0,17.0,4700000,1,0.0,40.7,
4066,1,0,12.173278623532013,4,3,8.0,http://www.cian.ru/sale/flat/149701434/,19.0,5.0,4066,0,9.0,4700000,1,0.0,33.0,1.0
4067,1,0,35.41406068191513,4,3,7.0,http://www.cian.ru/sale/flat/151795476/,30.0,29.0,4067,0,9.0,4700000,2,1.0,46.0,0.0
4068,1,1,24.303878585266656,4,2,9.0,http://www.cian.ru/sale/flat/151435130/,16.0,,4068,0,3.0,4700000,1,0.0,37.4,
4069,1,0,36.735442986773684,4,3,7.0,http://www.cian.ru/sale/flat/152204724/,30.0,23.0,4069,0,5.0,4700000,2,0.0,46.0,0.0
4070,1,0,12.071864773547922,4,1,7.9,http://www.cian.ru/sale/flat/151376945/,16.3,15.0,4070,0,9.0,4700000,1,1.0,35.0,1.0
4071,1,0,11.704560145262207,4,4,6.0,http://www.cian.ru/sale/flat/152183758/,21.0,24.0,4071,0,5.0,4700000,1,0.0,31.0,1.0
4072,1,0,28.2062924036665,4,3,9.3,http://www.cian.ru/sale/flat/149408119/,28.4,,4072,1,13.0,4700080,2,,53.4,
4073,1,1,28.066517396823976,4,7,9.3,http://www.cian.ru/sale/flat/152193343/,28.4,10.0,4073,1,13.0,4700080,2,,53.4,0.0
4074,1,1,13.288790848742163,4,3,10.8,http://www.cian.ru/sale/flat/151728939/,18.3,4.0,4074,1,18.0,4707436,1,,37.4,0.0
4075,1,1,19.710838715196413,4,23,,http://www.cian.ru/sale/flat/152209881/,,1.0,4075,1,25.0,4727790,1,,40.1,1.0
4076,1,1,13.288790848742163,4,5,12.5,http://www.cian.ru/sale/flat/151728293/,13.6,4.0,4076,1,18.0,4735918,1,,35.3,0.0
4077,1,1,13.288790848742163,4,10,9.7,http://www.cian.ru/sale/flat/151728413/,18.3,4.0,4077,1,18.0,4738500,1,,36.5,0.0
4078,1,1,13.288790848742163,4,2,13.7,http://www.cian.ru/sale/flat/151728250/,15.0,4.0,4078,1,18.0,4739968,1,,39.0,0.0
4079,1,1,13.288790848742163,4,4,13.1,http://www.cian.ru/sale/flat/151728205/,14.1,4.0,4079,1,18.0,4746812,1,,36.1,0.0
4080,1,0,11.932647337077478,4,2,6.0,http://www.cian.ru/sale/flat/150347504/,19.0,5.0,4080,0,5.0,4750000,1,1.0,32.0,1.0
4081,1,1,11.634205104337621,4,5,6.0,http://www.cian.ru/sale/flat/150613073/,19.0,9.0,4081,0,5.0,4750000,1,1.0,31.0,1.0
